"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1301","14","1","3236","Inpatients with shoulder osteoarthritis who received integrative Korean medicine treatment: Long-term follow-up of an observation study","Choi","2022","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Inpatients with shoulder osteoarthritis who received integrative Korean medicine treatment: Long-term follow-up of an observation study.","Wrong intervention.","high","secondary_report","no","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","no","Patients aged 19 years and older who underwent inpatient treatment for more than 1 week were eligible for enrollment in the study.","yes","no","no","yes","yes","2026-07-26T15:42:25.186Z","","DOI: 10.1097/MD.0000000000031431; DOI: 10.1097/MD.0000000000031431"
"1302","14","2","3239","Effects of Transcutaneous Electrical Nerve Stimulation on Chemotherapy-induced Peripheral Neuropathy Symptoms","#3239","2022","English","yes","No","EXCLUDE_NON_SURGICAL","Further, the electrical stimulation could enhance and raise regeneration and rehabilitation interventions to improve sensorimotor skills after peripheral nerve injury.","Non-operative or non-surgical population.","high","primary_results","no","no","yes","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:42:25.947Z","",""
"1303","14","3","3241","Effects of electroacupuncture on the blood-brain-barrier and proinflammatory cytokine IL-1β and IL-18 in the hippocampus of rats with vascular dementia","Deng","2022","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture on the blood-brain-barrier and proinflammatory cytokine IL-1β and IL-18 in the hippocampus of rats with vascular dementia.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:42:27.182Z","","DOI: 10.13702/j.1000-0607.20210908; DOI: 10.13702/j.1000-0607.20210908"
"1304","14","4","3242","Antihistamines for motion sickness","Karrim","2022","English","yes","No","EXCLUDE_NON_SURGICAL","Antihistamines for motion sickness.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:42:28.345Z","","DOI: 10.1002/14651858.CD012715.pub2; DOI: 10.1002/14651858.CD012715.pub2"
"1305","14","5","3243","Clinical efficacy of acupuncture in patients with adhesive intestinal obstruction: A meta-analysis","Xie","2022","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as meta analysis rather than an eligible randomized results report.","Ineligible publication type.","high","meta_analysis","yes","not_applicable","not_applicable","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","Surgical exploration has a considerable risk of intestinal injury, and surgical treatment may greatly reduce the quality of life after surgery and cause AIO after re-operation.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:42:29.114Z","","DOI: 10.1097/MD.0000000000030257; DOI: 10.1097/MD.0000000000030257"
"1306","14","6","3249","A Randomized Control Trial to Determine Whether Electroacupuncture(EA) Intervention With Morphine Can Reduce the Intraoperative Pain and Early Post-operative Complications in Patients Undergoing Catheter Ablation of Atrial Fibrillation.","#3249","2022","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","yes","A Randomized Control Trial to Determine Whether Electroacupuncture(EA) Intervention With Morphine Can Reduce the Intraoperative Pain and Early Post-operative Complications in Patients Undergoing Catheter Ablation of Atrial Fibrillation..","yes","no","no","no","yes","2026-07-26T15:42:29.852Z","",""
"1307","14","7","3250","Analgesic effect and mechanism of electroacupuncture on SNI rats based on microglia-BDNF-neuron signal","Yang","2022","English","yes","No","EXCLUDE_ANIMAL","Analgesic effect and mechanism of electroacupuncture on SNI rats based on microglia-BDNF-neuron signal.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:42:30.602Z","","DOI: 10.13703/j.0255-2930.20210617-0004; DOI: 10.13703/j.0255-2930.20210617-0004"
"1308","14","8","3255","The efficacy of acupuncture on pain and functional status in patients with lower extremity amputation with stump neuroma: A prospective randomised controlled pilot study","Fatma","2022","English","yes","No","EXCLUDE_NON_SURGICAL","A rehabilitation program and transcutaneous electrical nerve stimulation was applied to the patients in both groups.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:42:31.329Z","","DOI: 10.1016/j.eujim.2022.102158; DOI: 10.1016/j.eujim.2022.102158"
"1309","14","9","3256","Transcutaneous Electrical Acustimulation Improves Irritable Bowel Syndrome With Constipation by Accelerating Colon Transit and Reducing Rectal Sensation Using Autonomic Mechanisms","Huang","2022","English","yes","No","EXCLUDE_NON_SURGICAL","Transcutaneous Electrical Acustimulation Improves Irritable Bowel Syndrome With Constipation by Accelerating Colon Transit and Reducing Rectal Sensation Using Autonomic Mechanisms.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:42:32.063Z","","DOI: 10.14309/ajg.0000000000001882; DOI: 10.14309/ajg.0000000000001882"
"1310","14","10","3257","Effects of electroacupuncture with dexmedetomidine on myocardial ischemia/reperfusion injury in rats","Zhang","2022","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture with dexmedetomidine on myocardial ischemia/reperfusion injury in rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:42:33.340Z","","DOI: 10.21037/apm-22-969; DOI: 10.21037/apm-22-969"
