"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"701","8","1","2246","The influence of TEAS and stellate ganglion block on perioperative neurocognitive impairment in elderly patients","ChiCTR2500109182","2025","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:14.069Z","none","INTERVENTION: T Group:Thirty minutes before anesthesia induction, the Neiguan point (PC6, located between the flexor carpi radialis tendon and the longus palmaris tendon, on the palmar side of the forearm, 2 cun from the transverse wrist crease), the Hegu point (LI4, located at the midpoint of the radial side of the second metacarpal bone on the back of the hand, between the first and second metacarpal bones on the back of the hand), and the Zusanli point (ST36, located on the anterolateral side of the lower leg 4 transverse fingers below the Dubi point (outer knee eye), 1 transverse finger away from the anterior tibial ridge, wipe with 75% alcohol to remove fat (reduce skin resistance) and dry. Firmly press the gel electrode onto the PC6, L14, and STC6 acupoints, and connect the electrical stimulator. After turning on the stimulator switch, adjust the stimulation parameters: The stimulation period starts 30 minutes before anesthesia induction and ends after the operation. The mode is selected as sparse and dense waves, the stimulation frequency is chosen as 2/100Hz, and the stimulation intensity is selected as the maximum stimulation intensity that the patient can tolerate (feeling a distinct vibration sensation but no pain);S Group:Thirty minutes before anesthesia induction, gel electrode patches were applied to the same acupoints as those in group T without stimulation. Ten minutes before anesthesia induction, ultrasound‐guided right stular ganglion block was performed, with 5 ml of 0.2% ropivacaine hydrochloride injection injected. The appearance of right Horner's syndrome (pupil constriction, ptosis, enophthalmus, anhidrosis on the same side, and conjunctival congestion) was regarded as a sign of successful block.;TS Group:Refer to the operations of Group T and Group S to compl CONDITION: Perioperative neurocognitive disorders PRIMARY OUTCOME: brain derived neurotrophic factor, BDNF;neurofilament light chain protein, NfL;Interleukin‐6;Tumor necrosis factor a; INCLUSION CRITERIA: 1. Patients who underwent laparoscopic surgery under elective tracheal intubation and general anesthesia at Haikou People's Hospital; 2 Age >= 65 years old, gender not limited; 3. ASA classification I to III; 4. BMI: 18‐30 kg /m^2; 5 I or my legal representative sign a written informed consent form; 6 Be capable of understanding the research process and scale content, and be able to communicate effectively with researchers."
"702","8","2","2247","A study of the effect of perioperative multimodal acupoint therapy on the quality of early postoperative recovery in elderly laparoscopic surgery patients","ChiCTR2400088198","2024","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","A study of the effect of perioperative multimodal acupoint therapy on the quality of early postoperative recovery in elderly laparoscopic surgery patients.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:14.495Z","none","INTERVENTION: blank group:non‐intervention;Snapper group:Thirty minutes before the induction of anaesthesia, the unilateral ear Shenmen, subcortical and sympathetic points were selected, and snap needles were buried vertically in the above points.;TEAS group:The Hegu, Neiguan and Lung acupoints were selected, and electrical stimulation of the acupoints was performed 30 min before anaesthesia induction for 30 min each time.;Snapper combined with TEAS group:Thirty minutes before the induction of anaesthesia, the unilateral ear Shenmen, subcortical and sympathetic points were selected, and snap needles were buried vertically in the above points.The Hegu, Neiguan and Lung acupoints were selected, and electrical stimulation of the acupoints was performed 30 min before anaesthesia induction for 30 min each time.; CONDITION: None PRIMARY OUTCOME: Quality of anaesthetic recovery; SECONDARY OUTCOME: Postoperative pain score;Intraoperative MAP and HR;Clara cell secreted protein (CC16), IL‐6 and TNF‐a concentrations; INCLUSION CRITERIA: (i) proposed elective laparoscopic surgery; (ii) age = 65 years; (iii) ASA (American Society of Anaesthesiologists) class I‐III."
"703","8","3","2248","A clinical study of enhanced recovery after surgery (ERAS) for the prevention and treatment of postoperative bowel obstruction following colorectal cancer surgery","ChiCTR2600117037","2026","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","A clinical study of enhanced recovery after surgery (ERAS) for the prevention and treatment of postoperative bowel obstruction following colorectal cancer surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:15.052Z","none","INTERVENTION: Puncture ERAS group:Based on traditional ERAS protocols, electroacupuncture was administered on the day before surgery and on postoperative days 2, 3, 4, and 5. Specifically: Bilateral ST‐24 (Guanmen) to ST‐23 (Huayuemen) were needled at a 45‐degree angle for transverse insertion along the Stomach Meridian; bilateral SP‐12 (Fu'ai) to SP‐11 (Daheng) were needled at a 45‐degree angle for transverse insertion along the Spleen Meridian. Electrodes from a Huatuo SZD‐V electroacupuncture device were connected to Guanmen and Fu'ai on both sides. The device was set to a dense‐disperse waveform (5 seconds of sparse wave followed by 9 seconds of dense wave, with a sparse‐to‐dense frequency ratio of 1:5).;Traditional ERAS group:Adhered to the perioperative management protocol outlined in the Chinese Clinical Practice Guidelines for Enhanced Recovery After Surgery (2021 Edition), with no additional electroacupuncture treatment administered.; CONDITION: Intestinal obstruction after colorectal cancer surgery PRIMARY OUTCOME: First bowel movement time;First fart time;Prolonged postoperative intestinal obstruction incidence;Postoperative intestinal obstruction incidence; SECONDARY OUTCOME: The number of hospital bed days;Safety indicators;Unplanned secondary surgery rate;Average length of stay;Readmission rate within 31 days after surgery; INCLUSION CRITERIA: 1. Patients with colorectal cancer who have a clear histopathological diagnosis; 2. Those scheduled for elective colorectal cancer surgery; 3. Aged 18 to 80, gender not limited; 4. American Society of Anesthesiologists (ASA) Anesthesia Classification Class I or II; 5. No serious underlying diseases such as respiratory, heart or lung diseases; 6. The patient agrees to receive enhanced Recovery after surgery management and the relevant treatment plan; 7. Voluntarily participate in this clinical study and sign the informed consent form; 8. Keep complete clinical data and follow‐up data before, during and after the operation;"
"704","8","4","2249","Effects of TEAS on PONV and concentration of serum substance P after painless gastroenteroscopy","ChiCTR2200061998","2022","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:15.720Z","none","INTERVENTION: Experimental group:TEAS;Control group:tolidansetron; CONDITION: PONV PRIMARY OUTCOME: Substance P;Nausea and vomiting after general anesthesia (PONV);PONV visual analog scoring; SECONDARY OUTCOME: Age;Height;Body Mass Index;American Society of Anesthesiologists grading;Apfel Rating;Anesthesia induction;Inspection time;Awakening time;Infusion volume;Non‐invasive oxygen saturation;Non‐invasive blood pressure;Heart rate;Anesthetic fluid dosage; INCLUSION CRITERIA: 1. Female patients, 18‐60 years old, BMI 18‐22 kg/m2, ASA grade I‐II, elective painless gastrointestinal endoscopy; 2. Those who voluntarily join the researcher after informed consent; 3. No history of motion sickness; 4. Those who did not receive antiemetic drugs and opioids within one month before operation."
"705","8","5","2250","Effect of TEAS on the Incidence Rate of SIRS in Patients Undergoing Abdominal Surgery","NCT02193477","2014","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:16.139Z","none","Patients undergoing elective radical surgery for gastric cancer under general anesthesia were randomly assigned to three groups, control group , TEAS group and sham TEAS group. TEAS group receiving TEAS before general anesthesia induction , 1th day and 2nd day after surgery. TEAS was given through electrodes attached to specific acupoints. The time for TEAS was 30min. Sham TEAS group receiving sham TEAS before general anesthesia induction , 1th day and 2nd day after surgery. Sham TEAS was given through electrodes attached to non‐acupoints. The time for sham TEAS was also 30min. Control group were given no TEAS. Incidence rates of SIRS in each group were compared .Venous blood samples from all groups(control group , TEAS group and sham TEAS group) were collected before general anesthesia induction,1th day and 3rd day after surgery. Inflammatory cytokines index including interleukin‐6,interleukin‐10,Tumor Necrosis Factor‐ alpha(TNF‐α),Interferon‐γ(IFN‐γ),Monocyte Chemotactic Protein 1(MCP‐1),IgG,IgM were measured."
"706","8","6","2251","Effect of percutaneous acupoint electrical stimulation combined with opioid-free anesthesia on gastrointestinal function after laparoscopic gynecological surgery","ChiCTR2400080539","2024","English","no","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:19.493Z","none","INTERVENTION: Tgroup:TEAS combined with opiate‐free anesthesia;Contral group:sham TEAS combined with opiate‐based anesthesia; CONDITION: opioid‐free anesthesia PRIMARY OUTCOME: Postoperative nausea and vomiting; SECONDARY OUTCOME: Postoperative pain;Analgesic remedy;Side events; INCLUSION CRITERIA: Gynecological patients undergoing elective laparoscopic surgery (ASA Grade I‐III)"
"707","8","7","2252","The effect of acupuncture combined anesthesia on postoperative delirium of patients with cardiac surgery","ChiCTR1800014270","2018","English","no","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","The effect of acupuncture combined anesthesia on postoperative delirium of patients with cardiac surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:20.104Z","none","INTERVENTION: TEAS Group:acupuncture combined anesthesia TEAS;Control Group:none; CONDITION: postoperative delirium PRIMARY OUTCOME: incidence rate of postoperative delirium; SECONDARY OUTCOME: the time of mechanical ventilation;ICU care duration; INCLUSION CRITERIA: 1. ASA I to III; 2. freely given informed consent; 3. performing heart surgery under general anesthesia; 4. aged >40years."
"708","8","8","2253","Safety and effectiveness of electroacupuncture in the treatment of postoperative gastrointestinal dysfunction in patients with perioperative esophageal cancer: a prospective, randomized, and controlled clinical trial","ITMCTR2024000118","2024","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Safety and effectiveness of electroacupuncture in the treatment of postoperative gastrointestinal dysfunction in patients with perioperative esophageal cancer: a prospective, randomized, and controlled clinical trial.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:20.662Z","none","INTERVENTION: Standard treatment group:Standard treatment;control group:sham electroacupuncture;acupuncture group:electroacupuncture; CONDITION: Gastrointestinal dysfunction after esophageal cancer surgery PRIMARY OUTCOME: the time of first defecation; SECONDARY OUTCOME: Tolerance time for semiliquid and solid foods;Time of first exhaust;Postoperative hospitalization;EQ ‐5D‐5L scoring;Postoperative quality of life;Hospital Anxiety and Depression Scale;I‐FEED scoring system;Time of first ambulation;Laboratory test indicators (blood routine, CRP, L‐6, IL‐10, TNF‐a);Demand for postoperative analgesics and defecation medication; INCLUSION CRITERIA: The study will include male or female patients of age 18–60 years; those diagnosed as having EC and will be undergoing elective surgery; those with American Society of Anesthesiologists (ASA) classification I–III [33]; those without any previous history of thoracic or abdominal surgery; and those who have signed informed consent."
"709","8","9","2254","Effect of Electroacupuncture on Postoperative Delirium in Elderly Patients undergoing urological surgery","ChiCTR2400084749","2024","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Effect of Electroacupuncture on Postoperative Delirium in Elderly Patients undergoing urological surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:00:21.088Z","none","INTERVENTION: Electroacupuncture group:Electroacupuncture;Sham‐electroacupuncture group:Sham‐electroacupuncture; CONDITION: Postoperative delirium PRIMARY OUTCOME: the incidence of postoperative delirium; SECONDARY OUTCOME: Number of POD episodes;Onset time and duration of delirium;Delirium severity score;Subtypes of delirium;Pain scores;Opioid consumption;Sleep quality; Incidence and severity of catheter‐related bladder discomfort ;Adverse events;Perioperative‐related indicators; INCLUSION CRITERIA: The inclusion and exclusion criteria for participants in this study are as follows: Inclusion criteria 1) Participants underwent major (open) and minor (endoscopic) urological surgery. Regarding open surgery we included patients undergoing radical prostatectomy (RP), radical nephrectomy (RN), radical cystectomy (RC). Regarding minor‐endoscopic surgery, we elected to include patients undergoing trans‐urethral resection of prostate (TURP) that exceeded 60 min of surgical session.; 2) Participants were 65 years of age or older; 3) Participants with American Society of Anaesthesiologists (ASA) physical status classifications I to III were included; 4) Participants are willing to provide written informed consent; 5) Participants had clear consciousness and normal communication ability."
"710","8","10","2255","Comparison of Perioperative Pregabalin and Duloxetine for Pain Management After Total Knee Arthroplasty: a Double-Blind Clinical Trial","Imani","2023","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Comparison of Perioperative Pregabalin and Duloxetine for Pain Management After Total Knee Arthroplasty: a Double-Blind Clinical Trial.","Wrong intervention.","high","primary_results","yes","no","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","no","parac‐etamol), and WOMAC score six months after surgery were recorded.","yes","no","no","no","yes","2026-07-26T15:00:21.493Z","none","DOI:
10.5812/aapm-127017"
