"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1101","12","1","2734","Total Elbow Arthroplasty Complication, Reoperation, and Revision Rates: A Comparison Between Arthroplasty for Arthritis Versus Fracture","Uvarov","2026","English","yes","No","EXCLUDE_NON_RANDOMIZED","Methods A retrospective review of TEA was performed within a single large orthopedic practice.","Non-randomized study.","high","secondary_report","no","unclear","no","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","yes","yes","2026-07-26T15:31:36.673Z","","DOI: 10.1016/j.jhsg.2026.100981; DOI: 10.1016/j.jhsg.2026.100981"
"1102","12","2","2735","Transcutaneous Electrical Acustimulation (TEA) for the Treatment of Non-Erosive Gastroesophageal Reflux Disease (NERD): A Multicenter, Randomized, Sham-Controlled Trial","#2735","2026","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as case report rather than an eligible randomized results report.","Ineligible publication type.","high","case_report","no","not_applicable","not_applicable","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:37.972Z","",""
"1103","12","3","2737","Efficacy of Transcutaneous Electrical Acustimulation on Postoperative Bowel Function Recovery in Elderly Patients With Colorectal Cancer: A Multicenter Randomized Controlled Trial Study Protocol","#2737","2026","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The title identifies a protocol/design report without participant results.","Protocol or registration without results.","high","protocol","no","not_applicable","not_applicable","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","Efficacy of Transcutaneous Electrical Acustimulation on Postoperative Bowel Function Recovery in Elderly Patients With Colorectal Cancer: A Multicenter Randomized Controlled Trial Study Protocol.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:39.208Z","",""
"1104","12","4","2738","Mechanism of electroacupuncture in alleviating learning and memory impairment in rats with post-stroke cognitive impairment by regulating the IRS-1/PI3K/AKT signaling pathway and glucose transporters","Wan","2026","English","yes","No","EXCLUDE_ANIMAL","Mechanism of electroacupuncture in alleviating learning and memory impairment in rats with post-stroke cognitive impairment by regulating the IRS-1/PI3K/AKT signaling pathway and glucose transporters.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:40.358Z","","DOI: 10.13702/j.1000-0607.20250123; DOI: 10.13702/j.1000-0607.20250123"
"1105","12","5","2739","Effect of electroacupuncture on brain-gut co-treatment in rats with cerebral ischemia based on TMAO-HMGB1/NLRP3 pathway","Wu","2026","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture on brain-gut co-treatment in rats with cerebral ischemia based on TMAO-HMGB1/NLRP3 pathway.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:41.390Z","","DOI: 10.13702/j.1000-0607.20250084; DOI: 10.13702/j.1000-0607.20250084"
"1106","12","6","2741","Transcutaneous Electrical Acupoint Stimulation Versus Sham Stimulation Combined With Dexamethasone Versus Amisulpride for Preventing Postoperative Nausea and Vomiting After Laparoscopic Gynecological Surgery: A Randomized Controlled Factorial Trial","#2741","2026","English","yes","Yes","INCLUDE_CLEAR","Transcutaneous Electrical Acupoint Stimulation Versus Sham Stimulation Combined With Dexamethasone Versus Amisulpride for Preventing Postoperative Nausea and Vomiting After Laparoscopic Gynecological Surgery: A Randomized Controlled Factorial Trial.","Clearly eligible or strongly supported for full-text assessment.","high","secondary_report","no","yes","yes","TEAS","sham/usual-care/control","yes","not_applicable","yes","yes","Exclusion criteria: Severe cardiac, hepatic, renal, or pulmonary disease; allergy or skin disease at TEAS application site; Receipt of antiemetics within 24 h before surgery; Implanted cardiac pacemaker, cardioverter-;pregnancy or lactation; vulnerable populations (e.g., critically ill, psychiatric disorders, cognitive impairment, illiteracy); any condition deemed unsuitable by the investigator.","yes","no","no","yes","yes","2026-07-26T15:31:42.445Z","",""
"1107","12","7","2742","Effect of electroacupuncture on intestinal mucosal barrier in IBS-D rats via NGF/TrkA pathway mediated by mast cells","Xiang","2026","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture on intestinal mucosal barrier in IBS-D rats via NGF/TrkA pathway mediated by mast cells.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:43.168Z","","DOI: 10.13703/j.0255-2930.20250722-k0005; DOI: 10.13703/j.0255-2930.20250722-k0005"
"1108","12","8","2743","Effects of electroacupuncture on the activity and polarization phenotype of microglia in anterior cingulate cortex of rats with knee osteoarthritis accompanied by chronic pain and related negative emotions","Zheng","2026","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture on the activity and polarization phenotype of microglia in anterior cingulate cortex of rats with knee osteoarthritis accompanied by chronic pain and related negative emotions.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:31:44.192Z","","DOI: 10.13703/j.0255-2930.20241216-0001; DOI: 10.13703/j.0255-2930.20241216-0001"
"1109","12","9","2754","Electroacupuncture Combined With 5-HT3 Receptor Inhibitor for the Prevention of Postoperative Nausea and Vomiting in High-risk Patients Undergoing Thoracoscopic Surgery for Lung Cancer","#2754","2026","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","Electroacupuncture Combined With 5-HT3 Receptor Inhibitor for the Prevention of Postoperative Nausea and Vomiting in High-risk Patients Undergoing Thoracoscopic Surgery for Lung Cancer.","yes","no","no","no","yes","2026-07-26T15:31:45.233Z","",""
"1110","12","10","2755","Effect Of Electroacupuncture As An Adjunct To Local Anesthesia On Perioperative Pain And Stress During Ambulatory Surgical Extraction Of Impacted Lower Third Molars","#2755","2026","English","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","Effect Of Electroacupuncture As An Adjunct To Local Anesthesia On Perioperative Pain And Stress During Ambulatory Surgical Extraction Of Impacted Lower Third Molars.","The procedure was conducted without general anaesthesia.","high","primary_results","no","no","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:31:46.259Z","",""
