"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1501","16","1","3652","PROMOTING EFFECTS AND AUTONOMIC MECHANISMS OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ON THE POSTOPERATIVE RECOVERY AFTER CAESAREAN SECTIONS","Li","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","PROMOTING EFFECTS AND AUTONOMIC MECHANISMS OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ON THE POSTOPERATIVE RECOVERY AFTER CAESAREAN SECTIONS.","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","PROMOTING EFFECTS AND AUTONOMIC MECHANISMS OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ON THE POSTOPERATIVE RECOVERY AFTER CAESAREAN SECTIONS.","yes","no","no","no","yes","2026-07-26T15:49:18.374Z","","DOI: 10.1016/S0016-5085(19)38354-4; DOI: 10.1016/S0016-5085(19)38354-4"
"1502","16","2","3653","Nonsurgical integrative inpatient treatments for symptomatic lumbar spinal stenosis: A multi-arm randomized controlled pilot trial","Kim","2019","English","yes","No","EXCLUDE_NON_SURGICAL","Background: Lumbar spinal stenosis (LSS) is a chronic condition that causes low back pain and neurogenic claudication, often resulting in significant limitation of daily activities.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:49:19.144Z","","DOI: 10.2147/JPR.S173178; DOI: 10.2147/JPR.S173178"
"1503","16","3","3656","Effects of Electroacupuncture and Intracerebral Injection of VEGF on Caspase12, Caspase3, and GRP78 Genes in Rats with Cerebral Ischemia-Reperfusion Injury","Wu","2019","English","yes","No","EXCLUDE_ANIMAL","Effects of Electroacupuncture and Intracerebral Injection of VEGF on Caspase12, Caspase3, and GRP78 Genes in Rats with Cerebral Ischemia-Reperfusion Injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:19.912Z","",""
"1504","16","4","3659","Electroacupuncture Improves Pulmonary Function of Rats with Chronic Obstructive Pulmonary Disease by Down-regulating Inflammatory Reaction and Expression of Macrophage Migration Inhibitory Factor/CD 74-CD 44/p 38 MAPK Signaling in Lung Tissues","Lu","2018","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture Improves Pulmonary Function of Rats with Chronic Obstructive Pulmonary Disease by Down-regulating Inflammatory Reaction and Expression of Macrophage Migration Inhibitory Factor/CD 74-CD 44/p 38 MAPK Signaling in Lung Tissues.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:21.195Z","","DOI: 10.13702/j.1000-0607.180494; DOI: 10.13702/j.1000-0607.180494"
"1505","16","5","3660","Electroacupuncture Intervention Improves Cartilage Degeneration and Subchondral Bone Osteoporosis of Knee-joint Possibly by Adjusting OPG/RANK/RANKL Signaling in Ovariectomized Rats","Sun","2018","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture Intervention Improves Cartilage Degeneration and Subchondral Bone Osteoporosis of Knee-joint Possibly by Adjusting OPG/RANK/RANKL Signaling in Ovariectomized Rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:22.253Z","","DOI: 10.13702/j.1000-0607.170591; DOI: 10.13702/j.1000-0607.170591"
"1506","16","6","3666","Mechanism of ""Xingnao Kaiqiao"" acupuncture for the opening of ATP sensitive potassium channel against cerebral ischemia reperfusion injury in rats","Han","2018","English","yes","No","EXCLUDE_ANIMAL","Mechanism of ""Xingnao Kaiqiao"" acupuncture for the opening of ATP sensitive potassium channel against cerebral ischemia reperfusion injury in rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:23.280Z","","DOI: 10.13703/j.0255-2930.2018.12.017; DOI: 10.13703/j.0255-2930.2018.12.017"
"1507","16","7","3671","Electroacupuncture ameliorates cognitive impairment through inhibition of Ca2+-mediated neurotoxicity in a rat model of cerebral ischaemia-reperfusion injury","Zhang","2018","English","yes","No","EXCLUDE_ANIMAL","Electroacupuncture ameliorates cognitive impairment through inhibition of Ca2+-mediated neurotoxicity in a rat model of cerebral ischaemia-reperfusion injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:24.003Z","","DOI: 10.1136/acupmed-2016-011353; DOI: 10.1136/acupmed-2016-011353"
"1508","16","8","3672","Effects of electroacupuncture at different time during reperfusion on the expression of Bcl-2 and Beclin1 in myocardial tissue in rats with myocardial ischemia reperfusion injury","Zhang","2018","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture at different time during reperfusion on the expression of Bcl-2 and Beclin1 in myocardial tissue in rats with myocardial ischemia reperfusion injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:49:24.732Z","","DOI: 10.13703/j.0255-2930.2018.11.015; DOI: 10.13703/j.0255-2930.2018.11.015"
"1509","16","9","3673","Improving Clinical Proficiency Using a 3-Dimensionally Printed and Patient-Specific Thoracic Spine Model as a Haptic Task Trainer","Bortman","2018","English","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","Thirteen residents underwent a 1-hour 30-minute training session prior to performing thoracic epidural analgesia (TEA) on patients.","The procedure was conducted without general anaesthesia.","high","primary_results","no","no","unclear","TEAS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:49:25.465Z","","DOI: 10.1097/AAP.0000000000000821; DOI: 10.1097/AAP.0000000000000821"
"1510","16","10","3675","Effects of Intraoperative Stimulation of Acupoints on Postoperative Gastrointestinal Motility Recovery in Patients Undergoing Non-gastrointestinal Abdominal Surgery: A Multicenter Randomized Controlled Trial","#3675","2018","English","yes","Yes","INCLUDE_CLEAR","Effects of Intraoperative Stimulation of Acupoints on Postoperative Gastrointestinal Motility Recovery in Patients Undergoing Non-gastrointestinal Abdominal Surgery: A Multicenter Randomized Controlled Trial.","Clearly eligible or strongly supported for full-text assessment.","high","secondary_report","no","yes","yes","EA and TEAS","sham/usual-care/control","yes","not_applicable","yes","yes","Effects of Intraoperative Stimulation of Acupoints on Postoperative Gastrointestinal Motility Recovery in Patients Undergoing Non-gastrointestinal Abdominal Surgery: A Multicenter Randomized Controlled Trial.","yes","no","no","yes","yes","2026-07-26T15:49:26.459Z","",""
