"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1401","15","1","3472","The Effect of Prevention and Treatment of Transcutaneous Electrical Acupoint Stimulation on Postoperative Dizziness in Patients With Hemifacial Spasm Undergoing Microvascular Decompression Surgery: A Randomized Controlled Trial","#3472","2020","English","yes","Maybe","UNCERTAIN_TIMING","The Effect of Prevention and Treatment of Transcutaneous Electrical Acupoint Stimulation on Postoperative Dizziness in Patients With Hemifacial Spasm Undergoing Microvascular Decompression Surgery: A Randomized Controlled Trial.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","no","yes","yes","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","The Effect of Prevention and Treatment of Transcutaneous Electrical Acupoint Stimulation on Postoperative Dizziness in Patients With Hemifacial Spasm Undergoing Microvascular Decompression Surgery: A Randomized Controlled Trial.","yes","no","no","no","yes","2026-07-26T15:46:35.812Z","",""
"1402","15","2","3473","Effects of electroacupuncture at different acupoints on the histomorphology of neurogenic bladder and the expression of hyperpolarization-activated cyclic nucleotide-gated channels in interstitial cells of Cajal in a rat model of suprasacral spinal cord i","Lu","2020","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture at different acupoints on the histomorphology of neurogenic bladder and the expression of hyperpolarization-activated cyclic nucleotide-gated channels in interstitial cells of Cajal in a rat model of suprasacral spinal cord i.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:36.598Z","","DOI: 10.21037/apm-20-1827; DOI: 10.21037/apm-20-1827"
"1403","15","3","3474","Electro-acupuncture promotes repair of rotator cuff injury in rats","Song","2020","English","yes","No","EXCLUDE_ANIMAL","Electro-acupuncture promotes repair of rotator cuff injury in rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:37.434Z","","DOI: 10.12122/j.issn.1673-4254.2020.10.19; DOI: 10.12122/j.issn.1673-4254.2020.10.19"
"1404","15","4","3475","Serum metabolomics reveals the effect of electroacupuncture on urinary leakage in women with stress urinary incontinence","Zhang","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Serum metabolomics reveals the effect of electroacupuncture on urinary leakage in women with stress urinary incontinence.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","yes","no","no","yes","2026-07-26T15:46:38.477Z","","DOI: 10.1016/j.jpba.2020.113513; DOI: 10.1016/j.jpba.2020.113513"
"1405","15","5","3476","Effects of electroacupuncture ""Shuigou"" on expression of soluble guanylate cyclase(sGC) and protein kinase G (PKG)in vascular smooth muscle of cerebral artery in rats with cerebral infarction","Xu","2020","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture ""Shuigou"" on expression of soluble guanylate cyclase(sGC) and protein kinase G (PKG)in vascular smooth muscle of cerebral artery in rats with cerebral infarction.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:39.528Z","","DOI: 10.13702/j.1000-0607.200076; DOI: 10.13702/j.1000-0607.200076"
"1406","15","6","3477","Study on efficacy specificity of electroacupuncture at ""Zusanli ""(ST36) and ""Baihui"" (GV20) in cerebral ischemia and inflammatory pain rats","Ji","2020","English","yes","No","EXCLUDE_ANIMAL","Study on efficacy specificity of electroacupuncture at ""Zusanli ""(ST36) and ""Baihui"" (GV20) in cerebral ischemia and inflammatory pain rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:40.287Z","","DOI: 10.13702/j.1000-0607.190738; DOI: 10.13702/j.1000-0607.190738"
"1407","15","7","3478","Effect of electroacupuncture preconditioning on the expressions of NF-κB p65, IκBα and IKKβ in myocardial tissue of the rats with acute myocardial ischemia-reperfusion injury","Hao","2020","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture preconditioning on the expressions of NF-κB p65, IκBα and IKKβ in myocardial tissue of the rats with acute myocardial ischemia-reperfusion injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:41.321Z","","DOI: 10.13703/j.0255-2930.20190811-k0004; DOI: 10.13703/j.0255-2930.20190811-k0004"
"1408","15","8","3479","Effect of electroacupuncture at ""Zusanli"" (ST 36) and its matching point at abdomen on intestinal motility in mice with postoperative ileus","Zheng","2020","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture at ""Zusanli"" (ST 36) and its matching point at abdomen on intestinal motility in mice with postoperative ileus.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","Effect of electroacupuncture at ""Zusanli"" (ST 36) and its matching point at abdomen on intestinal motility in mice with postoperative ileus.","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:42.404Z","","DOI: 10.13703/j.0255-2930.20190904-k0003; DOI: 10.13703/j.0255-2930.20190904-k0003"
"1409","15","9","3480","Efficacy of Electroacupuncture Therapy in Patients With Postherpetic Neuralgia: a Multicentre Randomised Controlled Trial","#3480","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Efficacy of Electroacupuncture Therapy in Patients With Postherpetic Neuralgia: a Multicentre Randomised Controlled Trial.","Non-operative or non-surgical population.","high","primary_results","no","no","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:46:43.453Z","",""
"1410","15","10","3481","The Effect on Micronutrient Status of a Diet of 100% Huel","#3481","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Brief SummaryThis project will assess the effect of Huel Food replacement on the micronutrient status of healthy volunteers over a 4-week period.","Non-operative or non-surgical population.","high","primary_results","no","no","unclear","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T15:46:44.687Z","",""
"1411","15","11","3482","Application of ultrasound-guided epidural catheter indwelling in painless labour","Wang","2020","English","yes","No","EXCLUDE_NON_SURGICAL","Application of ultrasound-guided epidural catheter indwelling in painless labour.","Non-operative or non-surgical population.","high","primary_results","yes","no","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:46:45.410Z","",""
"1412","15","12","3484","Effect of electroacupuncture at different stages on the expression of Fas and FasL in brain tissue of rats with traumatic brain injury","Yang","2020","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture at different stages on the expression of Fas and FasL in brain tissue of rats with traumatic brain injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:46:46.677Z","","DOI: 10.13702/j.1000-0607.190863; DOI: 10.13702/j.1000-0607.190863"
