"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"301","4","1","955","A new highly reliable instrument for the assessment of pre- and postoperative gynecological pain.","Stener-Victorin","2002","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Explicit non-general anaesthesia.","No general anaesthesia.","high","primary_results","yes","0","0","","no","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:38.413Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"302","4","2","956","Electro-acupuncture at the Zusanli, Yanglingquan, and Kunlun points does not reduce anesthetic requirement.","Morioka","2002","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria unsupported: randomization, timing, comparator, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","yes","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T10:23:39.519Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"303","4","3","957","Acupuncture. A useful complement of anesthesia?","Akça","2002","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","No eligible TEAS or needle-based EA.","Ineligible intervention.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:40.564Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"304","4","4","959","Transcutaneous electrical stimulation of an auricular acupuncture point decreases anesthetic requirement.","Greif","2002","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol without participant results.","Protocol without results.","high","protocol","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:44.074Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"305","4","5","960","Electroacupuncture prophylaxis of postoperative nausea and vomiting following pediatric tonsillectomy with or without adenoidectomy.","Rusy","2002","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","uncertain","yes","EA","sham","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:23:47.538Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"306","4","6","962","The use of transcutaneous acupoint electrical stimulation for preventing nausea and vomiting after laparoscopic surgery.","Zárate","2001","English","yes","MAYBE","UNCERTAIN_TIMING","All other essential criteria are supported, but timing is not established.","Otherwise eligible; timing is the sole uncertainty.","moderate","primary_results","yes","8","1","timing","yes","yes","TEAS","sham","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:23:48.677Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"307","4","7","964","Analgesic effects of acupuncture on pain after mandibular wisdom tooth extraction.","Kitade","2000","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Explicit non-general anaesthesia.","No general anaesthesia.","high","primary_results","yes","0","0","","no","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:49.604Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"308","4","8","965","Effect of the frequency of transcutaneous electrical nerve stimulation on the postoperative opioid analgesic requirement and recovery profile.","Hamza","1999","English","yes","NO","EXCLUDE_NON_ACUPOINT_TENS","No eligible TEAS or needle-based EA.","Ineligible intervention.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:50.610Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"309","4","9","966","A prospective randomized study of electro-acupuncture versus alfentanil as anaesthesia during oocyte aspiration in in-vitro fertilization.","Stener-Victorin","1999","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-operative or remote rehabilitation setting.","Non-surgical population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:51.806Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"310","4","10","967","The use of nonpharmacologic techniques to prevent postoperative nausea and vomiting: a meta-analysis.","Lee","1999","English","yes","NO","EXCLUDE_PUBLICATION_TYPE","Review without primary participant results.","Ineligible publication type.","high","systematic_review","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:23:55.311Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
