"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1401","15","1","3619","Effects of electroacupuncture on sympathetic nerve-related substance in myocardial tissue in mice with myocardial ischemia","Yuan","2019","English","no","No","EXCLUDE_ANIMAL","Myocardial ischemia mouse experiment; not an adult human perioperative surgical trial.","Myocardial ischemia mouse experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:00.082Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1402","15","2","3621","The Effect of Combination of Massage and Electroacupuncture in Patients with Chronic Lumbar Pain. Comparison with the Use of Epidural Analgesia","Unknown","unclear","English","no","No","EXCLUDE_NON_SURGICAL","ClinicalTrials.gov chronic lumbar pain treatment study; no eligible operative surgery or perioperative intervention.","ClinicalTrials.gov chronic lumbar pain treatment study; no eligible operative surgery or perioperative intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:00.584Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1403","15","3","3622","A randomized, single-blind, controlled trial of electro-acupuncture for the treatment of symptomatic gallstone diseases","Wong","2019","English","no","No","EXCLUDE_NON_SURGICAL","Electroacupuncture treated symptomatic gallstone disease to avoid cholecystectomy; no perioperative surgery was performed.","Electroacupuncture treated symptomatic gallstone disease to avoid cholecystectomy; no perioperative surgery was performed.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:01.042Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1404","15","4","3625","Effect of electroacupuncture on neurological deficit and activity of TLR2/NF-κB signaling in ce-rebral ischemia /reperfusion injury rats","Liu","2019","English","no","No","EXCLUDE_ANIMAL","Cerebral ischemia-reperfusion rat experiment; not an adult human perioperative surgical trial.","Cerebral ischemia-reperfusion rat experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:01.489Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1405","15","5","3626","Effect of ""Jiaji"" (EX-B2)-electroacupuncture preconditioning on expression of myocardial cytochrome P450 enzyme in rats with acute myocardial ischemia-reperfusion injury","Li","2019","English","no","No","EXCLUDE_ANIMAL","Myocardial ischemia-reperfusion rat experiment; not an adult human perioperative surgical trial.","Myocardial ischemia-reperfusion rat experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:01.911Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1406","15","6","3627","Electroacupuncture improves denervated gastrocnemius atrophy by regulating expression of fork-head protein 3A，muscle atrophy F-box and myogenic differentiation antigen proteins in sciatic nerve injury rats","Wu","2019","English","no","No","EXCLUDE_ANIMAL","Sciatic-nerve-injury rat experiment; not an adult human perioperative surgical trial.","Sciatic-nerve-injury rat experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:02.533Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1407","15","7","3628","Single-blinded, Randomized Preliminary Study Evaluating the Effects of Electroacupuncture for Postoperative Pain Relief in Patients With Arthroscopic Repair for Triangular Fibrocartilage Complex (TFCC) Tears","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","ClinicalTrials.gov preliminary postoperative EA registration after TFCC repair describes planned groups but reports no primary participant results.","ClinicalTrials.gov preliminary postoperative EA registration after TFCC repair describes planned groups but reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:03.153Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1408","15","8","3629","Effect of acupuncture plus medication on expression of Bcl-2 and Bax in hippocampus in rats with Alzheimer's disease","Huang","2019","English","no","No","EXCLUDE_ANIMAL","Alzheimer disease rat experiment; not an adult human perioperative surgical trial.","Alzheimer disease rat experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:03.753Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1409","15","9","3630","Combination of stem cells from deciduous teeth and electroacupuncture for therapy in dogs with chronic spinal cord injury: A pilot study","Prado","2019","English","no","No","EXCLUDE_ANIMAL","Veterinary pilot study in dogs with chronic spinal cord injury; not an adult human perioperative surgical trial.","Veterinary pilot study in dogs with chronic spinal cord injury; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:26:04.207Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1410","15","10","3634","Effectiveness and Safety of Transcutaneous Electrical Cranial-auricular Acupoint Stimulation (TECAS) for Patients With Mild-to-moderate Depression.","Unknown","unclear","English","no","No","EXCLUDE_NON_SURGICAL","ClinicalTrials.gov depression treatment study; no operative surgery or perioperative intervention.","ClinicalTrials.gov depression treatment study; no operative surgery or perioperative intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:27:13.974Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
