"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"101","2","1","741","Effects of electroacupuncture on bone mineral density, oestradiol level and osteoprotegerin ligand expression in ovariectomised rabbits.","He","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:06.479Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"102","2","2","742","Acupoint stimulation to improve analgesia quality for lumbar spine surgical patients.","Chung","2013","English","yes","NO","EXCLUDE_INSEPARABLE_INTERVENTION","The intervention combined auricular acupressure with TEAS, so the independent TEAS effect cannot be estimated.","TEAS embedded in an inseparable auricular-acupressure package.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","uncertain","uncertain","no","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:07.428Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"103","2","3","743","The effect of electroacupuncture on postoperative immunoinflammatory response in patients undergoing supratentorial craniotomy.","Li","2013","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Surrogate physiological or laboratory outcomes without an eligible clinical outcome.","Surrogate outcomes only.","high","primary_results","yes","0","0","","yes","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:46:10.978Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"104","2","4","744","[Effect of transcutaneous acupoint electrical stimulation combined with target controlled infusion of propofol on efficacy of general anesthesia for craniotomy].","Wu","2013","English","yes","YES","INCLUDE_ELIGIBLE","Forty craniotomy patients were randomly allocated to perioperative TAES plus otherwise comparable propofol general anaesthesia or control, with anaesthetic dose, resuscitation, and extubation outcomes.","Eligible randomized perioperative TEAS trial.","high","primary_results","yes","9","0","","yes","yes","TEAS","usual care/no stimulation","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:46:12.027Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"105","2","5","745","[Effect of electroacupuncture stimulation of ""Huantiao"" (GB 30) on walking ability and touch sensation in rabbits with lumbar intervertebral disc protrusion].","Yang","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:13.309Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"106","2","6","746","[Effect of electroacupuncture at ""Sanyin"" acupoints on cellular immune function in rats with chronic abacterial prostatitis].","Liu","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:16.787Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"107","2","7","747","[Effects of acupuncture combined general anesthesia on endorphin and hemodynamics of laparoscopic cholecystectomy patients in the perioperative phase].","Ding","2013","English","yes","YES","INCLUDE_ELIGIBLE","Randomized electroacupuncture at recognized acupoints versus non-acupoint stimulation or general anaesthesia control during laparoscopic cholecystectomy, with recovery and postoperative pain outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:46:17.929Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"108","2","8","748","Home electroacupuncture for persistent postsurgical pain: a patient's report.","Dyer","2013","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, randomization, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","5","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:46:18.935Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"109","2","9","749","[Effect of electroacupuncture combined epidural anesthesia on plasma concentration of IL-1beta in patients undergoing gynecological surgery].","Feng","2013","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:46:20.070Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"110","2","10","750","Integrative acupoint stimulation to alleviate postoperative pain and morphine-related side effects: a sham-controlled study.","Chung","2013","English","yes","NO","EXCLUDE_INSEPARABLE_INTERVENTION","Integrative stimulation combined auricular acupressure with TEAS, preventing independent estimation of TEAS.","TEAS embedded in an inseparable auricular-acupressure package.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","uncertain","uncertain","no","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:21.213Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"111","2","11","751","[Involvement of hippocampal NO/PKG signaling pathway in the accumulative analgesic effect of electroacupuncture stimulation of ""Zusanli"" (ST 36)-""Yanglingquan""(GB 34) in chronic neuropathic pain rats].","Kan","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:28.225Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"112","2","12","752","Effect of electroacupuncture on brain-derived neurotrophic factor mRNA expression in mouse hippocampus following cerebral ischemia-reperfusion injury.","Zhao","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:31.781Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"113","2","13","753","[Efficacy observation on knee osteoarthritis treated with electroacupuncture and its influence on articular cartilage with T2 mapping].","Bao","2013","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, comparator, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","5","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:46:35.305Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"114","2","14","754","P6 acupoint stimulation for prevention of postoperative nausea and vomiting in patients undergoing craniotomy: study protocol for a randomized controlled trial.","Lv","2013","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol publication without participant results.","Protocol without participant results.","high","protocol","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T09:46:38.771Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"115","2","15","755","[Effect of electroacupuncture intervention at different phases of post-operation on bladder function in patients undergoing cervical cancer operation].","Hu","2013","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, randomization, timing, comparator, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","4","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:46:42.280Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"116","2","16","756","[Effect of electroacupuncture combined with cervical plexus block on stress responses in patients undergoing thyroid surgery].","Zhang","2013","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Surrogate physiological or laboratory outcomes without an eligible clinical outcome.","Surrogate outcomes only.","high","primary_results","yes","0","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","yes","preoperative/intraoperative or within 24 hours","no","no","no","yes","2026-07-27T09:46:45.808Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"117","2","17","757","[Impacts of electroacupuncture at different frequencies on the postoperative nausea and vomiting of patients with laparoscopic surgery].","Tang","2013","English","yes","YES","INCLUDE_ELIGIBLE","Randomized EA-frequency groups and control during laparoscopic surgery under general anaesthesia, with postoperative nausea and vomiting measured.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","usual care/no stimulation","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:46:46.803Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"118","2","18","758","[Inflammatory-modulating mechanism of transcutaneous electrical acupoint stimulation combined with general anesthesia or controlled hypotension on postoperative hippocampal neuroprotection].","Liu","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:47.704Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"119","2","19","759","Electroacupuncture on PC6 prevents opioid-induced nausea and vomiting after laparoscopic surgery.","Lee","2013","English","yes","MAYBE","UNCERTAIN_GENERAL_ANAESTHESIA","Randomized preoperative EA versus no-acupuncture control after laparoscopic surgery with PONV outcomes; general anaesthesia is not explicitly reported.","Otherwise eligible EA trial; general anaesthesia is the sole uncertainty.","moderate","primary_results","yes","8","1","general_anaesthesia","uncertain","yes","EA","usual care/no stimulation","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:46:48.683Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"120","2","20","760","[Effects of electro-acupuncture combined general anesthesia on myocardial injury of high blood sugar patients with coronary heart disease in the perioperative phase].","Shen","2012","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Randomized EA during fracture surgery under general anaesthesia measured glucose, vasoactive biomarkers, and ST-segment changes without a clearly eligible patient-centred perioperative outcome.","Surrogate metabolic and cardiovascular measurements only.","moderate","primary_results","yes","8","1","comparator","yes","yes","EA","usual care/no stimulation","uncertain","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:46:49.634Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"121","2","21","762","Effects of electroacupuncture at auricular concha region on the depressive status of unpredictable chronic mild stress rat models.","Liu","2013","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:46:57.339Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"122","2","22","763","[Involvement of cerebral neuroglobin in electroacupuncture preconditioning-induced protection effect in cerebral ischemia-reperfusion rats].","Xie","2012","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:47:00.863Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"123","2","23","764","[Effect of electroacupuncture at different acupoints on expression of cervico-spinal GDNF and BDNF and their receptor genes in neck-incision pain rats].","Wang","2012","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:47:04.365Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"124","2","24","765","The effect of acupuncture on relieving pain after inguinal surgeries.","Taghavi","2013","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","7","0","","uncertain","yes","EA","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T09:47:07.870Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"125","2","25","766","Electroacupuncture alleviates intraoperative immunosuppression in patients undergoing supratentorial craniotomy.","Li","2013","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Surrogate physiological or laboratory outcomes without an eligible clinical outcome.","Surrogate outcomes only.","high","primary_results","yes","8","0","","uncertain","yes","EA","sham","yes","yes","yes","preoperative/intraoperative or within 24 hours","no","no","no","yes","2026-07-27T09:47:08.937Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"126","2","26","767","[Effects of electroacupuncture on supplementary analgesia and improvement of adverse reactions induced by dolantin in oocyte retrieval].","Chen","2012","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, randomization.","Multiple essential criteria unsupported.","high","primary_results","yes","7","0","","uncertain","uncertain","EA","usual care/no stimulation","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:47:51.931Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"127","2","27","768","[Effect of electroacupuncture on the biochemical indices of bone and bone collagen metabolism and TNF-alpha in osteoporosis model rats without ovaries].","Bao","2012","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:47:53.001Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"128","2","28","769","[Effects of transcutaneous electrical acupoint stimulation combined with general anesthesia for controlled hypotension on heart function and oxidation resistance of myocardium].","Fang","2012","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:47:56.501Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"129","2","29","770","[Observation on analgesia effect of electroacupuncture during gynecologic outpatient operation].","Wang","2012","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:47:59.987Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"130","2","30","771","[Analgesic effect of acupuncture compound anesthesia in functionality nasal endoscopic sinus surgery].","Tong","2012","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:48:00.824Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
