"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"801","9","1","2370","Effect of electroacupuncture on discomfort during DSA(Digital Subtraction Angiography): a randomized, controlled clinical trial","ChiCTR2300073911","2023","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:36.244Z","none","INTERVENTION: electroacupuncture :Before the whole brain angiography (DSA) examination, the following acupuncture points are: bilateral Hegu (LI4), Neiguan (PC6), Zusanli (ST36), Shenmen (HT7), Yintang (EX‐HN3). Use disposable sterile stainless steel needles for treatment. After inserting the needle, the acupuncturist does the needle until the patient reaches a sense of breath. Two pairs of electrodes of the electroacupuncture instrument are connected to the acupuncture needles of LI4 and ST36 on both sides, providing continuous waves with low‐frequency (2 Hz) and 2 mA current for 20‐30 minutes of continuous treatment. ;Non‐acupoint shallow acupuncture group(SA):The acupuncturist used non‐acupoints for superficial acupuncture as a control. Use the same needle to insert the surface depth as the EA group. The needle is connected to the electrode for 30 minutes, but does not provide current.; CONDITION: Cerebrovascular disease PRIMARY OUTCOME: Pain visual analogue scale; visual analogue scale of nausea and vomiting; visual analogue scale of resistance and restlessness;visual analogue scale of emotional state; SECONDARY OUTCOME: State‐Trait Anxiety Inventory;Home Against Medical Advice;Pittsburgh Sleep Quality Inde X(PSQI); INCLUSION CRITERIA: (1) men or women aged 18‐80; (2) patients undergoing general cerebral angiography or intravascular treatment under general local anesthesia or intubation; (3) patients who fully understand the scale and can complete the evaluation; (4) patients who voluntarily participate and provide informed consent."
"802","9","2","2371","Electroacupuncture for treating painful diabetic neuropathy: study protocol for a randomized, patient-assessor blinded, controlled clinical trial","Lee","2013","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The title identifies a protocol/design report without participant results.","Protocol or registration without results.","high","protocol","no","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:36.675Z","none","DOI:
10.1097/AAP.0b013e3182a6a39d"
"803","9","3","2372","Mechanism of electroacupuncture regulation of CCL2/CCR2 pathway in relieving neuropathic pain","ITMCTR2025000134","2025","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:37.263Z","none","INTERVENTION: Electroacupuncture combined with nerve block group: Electroacupuncture combined with nerve block group: on the basis of lumbar nerve root block, combined with electroacupuncture treatment.;Electroacupuncture group:Before needling, use a 75% alcohol swab to disinfect the local skin of the acupoint, and fi Xa sterile sponge pad to the skin of the local acupoint area. Apply electroacupuncture treatment to Ashi and Weizhong points, and apply simple acupuncture treatment to Hegu and Taichong points, leaving the needles for 20 minutes. Acupuncture 3 times a week for a total of 4 weeks of treatment.;Neuroblock group:The patient selects a suitable position, selects the puncture site, and after routine skin disinfection, local anesthesia is first administered. Then, a puncture needle is inserted, and after withdrawing bloodless cerebrospinal fluid, a mixture of anti‐inflammatory and analgesic agents is slowly injected. After the needle is removed, it is placed against the needle eye and injected once for treatment.; CONDITION: Secondary sciatica due to lumbar disc herniation PRIMARY OUTCOME: The average decrease in NRS score for leg pain in the fourth week compared to baseline; SECONDARY OUTCOME: Other evaluation time leg pain numerical simulation score NRS decreased compared to baseline;Concentration of IL‐1 ß in serum before and after treatment;Concentration of CCL2 in serum before and after treatment;Concentration of CCR2 in serum before and after treatment;The number and proportion of CX3CR1+immune cells in serum before and after treatment;Concentration of IL‐10 in serum before and after treatment;Concentration of IL‐4 in serum before and after treatment;Decreased value of NRS in low back pain digital simulation score compared to baseline;The number and proportion of CCR2+immune cells in serum before and after treatment;Concentration of IL‐6 in serum before and after treatment;Oswestry Disability Index; INCLUSION CRITERIA: (1) Individuals aged between 18 and 60 (including both 18 and 60 years old) regardless of gender. (2) Meets the diagnostic criteria for secondary sciatica caused by lumbar disc herniation. (3) Agree to comply with the research protocol and complete the study as required by the protocol. (4) Can cooperate with examination and treatment understand and cooperate in filling out survey questionnaires and scales sign informed consent forms and voluntarily participate in this study. Only those who meet all four criteria can be included in the experiment."
"804","9","4","2373","An Evidence-Based Evaluation Study on the Substitution Effect of Acupuncture for Anesthetic Drugs Based on Colonoscopy","ITMCTR2025001270","2025","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:37.832Z","none","INTERVENTION: acupuncture group:The intervention protocol involves administering real acupuncture followed by real electroacupuncture, along with sham fentanyl and propofol, without the use of actual fentanyl;Sham acupuncture group:The intervention protocol involves administering sham acupuncture followed by sham electroacupuncture, along with real fentanyl and propofol, without the application of actual acupuncture; CONDITION: Taking patients undergoing painless colonoscopy as the research subjects PRIMARY OUTCOME: Total dosage of propofol; SECONDARY OUTCOME: Evaluation of Anesthesia Safety;Quality Evaluation of Colonoscopy;Evaluation of Patient and Physician Satisfaction;The dosage of propofol per kilogram of body weight;Evaluation of Sedation Quality;Additional administration of propofol; INCLUSION CRITERIA: Enrollment criteria: Patients must meet all of the following criteria to be enrolled in this study: Age 18 to 65 years regardless of gender; Patients undergoing painless colonoscopy; ASA score of I or II; BMI between 18 kg/m² and 28 kg/m²; Fully understand and voluntarily participate in the study and sign the informed consent form personally."
"805","9","5","2374","Treatment and prevention of viscera reaction in appendectomy under epidural anesthesia with auricular electroacupuncture in 50 cases","Yan","1994","English","no","No","EXCLUDE_NON_SURGICAL","Treatment and prevention of viscera reaction in appendectomy under epidural anesthesia with auricular electroacupuncture in 50 cases.","Non-operative or non-surgical population.","high","primary_results","no","no","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T15:04:38.258Z","none",""
"806","9","6","2375","Manual and electroacupuncture for labour pain. Study design of a longitudinal randomized controlled trial","Vixner","2013","English","yes","No","EXCLUDE_NON_SURGICAL","Manual and electroacupuncture for labour pain.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:04:43.115Z","none","DOI:
10.1089/acm.2013.1502a"
"807","9","7","2377","Protective Effect of Electroacupuncture on Lung in Patients Undergoing General Anesthesia","NCT05019079","2021","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:43.536Z","none","Randomized parallel control study. From September 1, 2021 to December 31, 2022, patients with mechanical ventilation time more than 2 hours will be randomly divided into electroacupuncture pretreatment group and blank control group. The blood gas index, ventilator parameters and serum inflammatory factor concentration of patients will be evaluated to evaluate whether electroacupuncture has protective effect on lung function of patients with mechanical ventilation."
"808","9","8","2379","The Effect of Acupuncture on Hemodynamic_profile after Spinal Anesthesia during Cesarean Section","IRCT20181011041308N2","2019","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:43.957Z","none","INTERVENTION: Intervention 1: Intervention group: in this group the patients are electroacupunctured in p6 point before spinal anesthesia for ten minutes. Intervention 2: Control group: in this group the leads of electrooccupuncture are attached in p6 point but the device is not turned on . Intervention 3: Control group: in this group patients are monitored after and before spinal anesthesia due to the changes of BP and heart rate without doing any actions. CONDITION: Hemodynamic profile chenges after spinal anesthesia through cesarean section of pregnant women.. ; Hypotension PRIMARY OUTCOME: The changes heart rate. Timepoint: Before spinal anesthesia and immediately after spinal anesthesia and after 5,10,15,20,25,and 30 minutes respectively after spinal anesthesia. Method of measurement: HR monitorng. The changes of mean arterial pressure. Timepoint: Before spinal anesthesia and immediately after spinal anesthesia and after 5,10,15,20,25,and 30 minutes respectively after spinal anesthesia. Method of measurement: Non invasive blood pressure. INCLUSION CRITERIA: Patients with elective cesarean section with spinal anesthesia without a history of disease Age of 18‐45 years old Gestational age: 38‐39 weeks"
"809","9","9","2380","Application of cerebral state index in electroacupuncture analgesia in patients undergoing laparoscopic cholecystectomy","ChiCTR2300076432","2023","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:44.369Z","none","INTERVENTION: E group:After anesthesia induction, a disposable acupuncture needle was taken at Zusanli (ST 36), gallbladder point (EX‐LE6) and Taichong point (LR‐3). The tip of the needle was 90° away from the skin, and the needle was inserted vertically for 25‐30 mm. After the patients qi was obtained, the low‐frequency electronic pulse therapeutic instrument was connected, and the electrical stimulation frequency was set to 2 Hz, wave width 0.6ms, continuous wave. According to the patients pain tolerance can adjust current intensity, treatment time for 30 min.;D group:Dezocine 10mg was administered intravenously after cholecystectomy;ED group:After anesthesia induction, a disposable acupuncture needle was taken at Zusanli (ST 36), gallbladder point, (EX‐LE6) and Taichong point,(LR‐3). The tip of the needle was 90° away from the skin, and the needle was inserted vertically for 25‐30 mm. After the patients qi was obtained, the low‐frequency electronic pulse therapeutic instrument was connected, and the electrical stimulation frequency was set to 2 Hz, wave width 0.6ms, continuous wave. According to the patients pain tolerance can adjust current intensity, treatment time for 30 min,and dezocine 10mg was administered intravenously after cholecystectomy.; CONDITION: Cholelithiasis; Cholecystitis PRIMARY OUTCOME: Pain Threshold index;Pain index;visual analogue scale; SECONDARY OUTCOME: Heart Rate;Blood Pressure;bispectral index;Wavelet index;Quality of Recovery 40;Mini‐Mental State Examination;Self‐Rating Scale of Sleep; INCLUSION CRITERIA: 1. Laparoscopic cholecystectomy under general anesthesia; 2. ASA I‐II; 3. Aged 20‐60 years old, gender not limited; 4. The study was approved by the ethics committee, and patients and their families signed informed consent."
"810","9","10","2381","Application of electroacupuncture on muscle strength in patients after total knee arthroplasty","ChiCTR1900027806","2019","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:04:44.931Z","none","INTERVENTION: Experimental group:electroacupuncture;control group:sham‐electroacupuncture ; CONDITION: Total knee arthroplasty PRIMARY OUTCOME: Muscle strength; INCLUSION CRITERIA: (1) Aged 55‐80 years old; (2) diagnosed as osteoarthritis, the patients who underwent unilateral knee arthroplasty under general anesthesia had no contraindication and agreed to participate in this trial; (3) the (ASA) classification of the American Association of Anesthesiologists is I or II."
