"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2101","22","1","5028","Early removal of urinary catheter leads to greater post-void residuals in patients with thoracic epidural.","Zaouter","2012","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Early removal of urinary catheter leads to greater post-void residuals in patients with thoracic epidural..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","<b>Methods: </b>On the morning after the surgery patients were randomised into two groups: the early removal group (ERG) (n = 101), with the bladder catheter removed at the same time, and the standard group (SG) (n = 104), where the bladder catheter was kept as long as TEA was functioning (on average 3-5 days after surgery).","yes","no","no","no","yes","2026-07-26T16:10:37.955Z","","DOI: 10.1111/j.1399-6576.2012.02701.x; DOI: 10.1111/j.1399-6576.2012.02701.x"
"2102","22","2","5029","Tranexamic acid for control of blood loss in bilateral total knee replacement in a single stage.","Dhillon","2011","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Tranexamic acid for control of blood loss in bilateral total knee replacement in a single stage..","Wrong intervention.","high","primary_results","yes","unclear","no","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","Materials and Methods: We carried out a case control study evaluating the effect of TEA on postoperative hemoglobin (Hb), total drain output, and number of blood units transfused in 52 patients undergoing bilateral TKA in a single stage, and compared it with 56 matched controls who did not receive TEA.","unclear","no","no","no","yes","2026-07-26T16:10:55.402Z","","DOI: 10.4103/0019-5413.77135; DOI: 10.4103/0019-5413.77135"
"2103","22","3","5030","Chronic pelvic pain.","White","2015","English","no","No","EXCLUDE_NON_SURGICAL","Chronic pelvic pain..","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:10:55.923Z","","DOI: 10.1136/acupmed-2015-010846; DOI: 10.1136/acupmed-2015-010846"
"2104","22","4","5034","Impact of mobile angiography in the emergency department for controlling pelvic fracture hemorrhage with hemodynamic instability.","Morozumi J","2010","English","yes","No","EXCLUDE_NON_SURGICAL","Impact of mobile angiography in the emergency department for controlling pelvic fracture hemorrhage with hemodynamic instability..","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","yes","no","no","yes","2026-07-26T16:10:56.597Z","","DOI: 10.1097/TA.0b013e3181c40061; DOI: 10.1097/TA.0b013e3181c40061"
"2105","22","5","5038","Effects of thoracic epidural anesthesia/analgesia on the stress response, pain relief, hospital stay, and treatment costs of patients with esophageal carcinoma undergoing thoracic surgery: A single-center, randomized controlled trial.","Li","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Effects of thoracic epidural anesthesia/analgesia on the stress response, pain relief, hospital stay, and treatment costs of patients with esophageal carcinoma undergoing thoracic surgery: A single-center, randomized controlled trial..","Wrong intervention.","high","primary_results","yes","yes","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:10:57.119Z","","DOI: 10.1097/MD.0000000000014362; DOI: 10.1097/MD.0000000000014362"
"2106","22","6","5039","Improvement of ''dynamic analgesia'' does not decrease atelectasis after thoracotomy.","Boisseau","2001","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Improvement of ''dynamic analgesia'' does not decrease atelectasis after thoracotomy..","Wrong intervention.","high","primary_results","no","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","yes","Clinical respiratory characteristics, arterial blood gas, and pulmonary function tests (forced vital capacity and forced expiratory volume in 1 s) were obtained before surgery and on the next 3 postoperative days.","yes","no","no","no","yes","2026-07-26T16:10:57.630Z","",""
"2107","22","7","5040","A new method of recording somatosensory evoked potentials by randomized electrical tooth stimulation with 6 levels of intensity.","Umino","1996","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","ordinary TENS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:10:58.272Z","","DOI: 10.1016/0304-3959(95)00104-2; DOI: 10.1016/0304-3959(95)00104-2"
"2108","22","8","5041","Osteoarthritis year 2010 in review: non-pharmacologic therapy.","Hawker GA","2011","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as narrative review rather than an eligible randomized results report.","Ineligible publication type.","high","narrative_review","yes","not_applicable","not_applicable","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:10:58.939Z","","DOI: 10.1016/j.joca.2011.01.021; DOI: 10.1016/j.joca.2011.01.021"
"2109","22","9","5043","Percutaneous transcatheter hepatic artery embolization for liver cysts in autosomal dominant polycystic kidney disease.","Takei R","2007","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Percutaneous transcatheter hepatic artery embolization for liver cysts in autosomal dominant polycystic kidney disease..","Wrong intervention.","high","secondary_report","yes","unclear","no","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","yes","yes","2026-07-26T16:10:59.422Z","",""
"2110","22","10","5049","Clinical effect of sphenopalatine ganglion needling in treating primary trigeminal neuralgia of liver-yang upsurge syndrome type.","He","2012","English","yes","No","EXCLUDE_NON_SURGICAL","Clinical effect of sphenopalatine ganglion needling in treating primary trigeminal neuralgia of liver-yang upsurge syndrome type..","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:10:59.903Z","","DOI: 10.1007/s11655-012-1021-2; DOI: 10.1007/s11655-012-1021-2"
"2111","22","11","5054","Clinical practice. Effects of TENS applied to acupuncture points distal to a pain site.","Hidderley M","1997","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Effects of TENS applied to acupuncture points distal to a pain site..","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","yes","ordinary TENS","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:11:00.408Z","",""
"2112","22","12","5056","Effects of Cassia alata Linn on bowel function recovery following surgery for gynecological cancer: A randomized controlled trial.","Phutsisen","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Effects of Cassia alata Linn on bowel function recovery following surgery for gynecological cancer: A randomized controlled trial..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","<b>Background: </b>Postoperative ileus is a common complication following abdominal surgery.","yes","no","no","no","yes","2026-07-26T16:11:01.053Z","","DOI: 10.1016/j.ctim.2019.102222; DOI: 10.1016/j.ctim.2019.102222"
"2113","22","13","5062","To investigate the meridian through electroacupuncture for postoperative pain relief in patients with arthroscopic repair for triangular fibrocartilage complex (TFCC) tears...KIOM-SAR 2020 International Research Conference, September 11-13, 2020, Seoul, S","Chang","2020","English","no","Maybe","UNCERTAIN_RANDOMIZATION","To investigate the meridian through electroacupuncture for postoperative pain relief in patients with arthroscopic repair for triangular fibrocartilage complex (TFCC) tears...KIOM-SAR 2020 International Research Conference, September 11-13, 2020, Seoul, S.","Random allocation is the principal unresolved eligibility criterion.","moderate","primary_results","no","unclear","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","To investigate the meridian through electroacupuncture for postoperative pain relief in patients with arthroscopic repair for triangular fibrocartilage complex (TFCC) tears...KIOM-SAR 2020 International Research Conference, September 11-13, 2020, Seoul, S.","yes","no","no","no","yes","2026-07-26T16:11:01.537Z","","DOI: 10.1016/j.imr.2020.100594; DOI: 10.1016/j.imr.2020.100594"
"2114","22","14","5063","Can PC 6 stimulation be an alternative to ondansetron for prevention of postoperative nausea and vomiting?","Lee H","2005","English","no","No","EXCLUDE_WRONG_INTERVENTION","Can PC 6 stimulation be an alternative to ondansetron for prevention of postoperative nausea and vomiting?.","Wrong intervention.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","Can PC 6 stimulation be an alternative to ondansetron for prevention of postoperative nausea and vomiting?.","yes","no","no","no","yes","2026-07-26T16:11:02.021Z","",""
"2115","22","15","5065","Assessment of postoperative pain management and comparison of effectiveness of pain relief treatment involving paravertebral block and thoracic epidural analgesia in patients undergoing posterolateral thoracotomy.","Wojtyś","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Assessment of postoperative pain management and comparison of effectiveness of pain relief treatment involving paravertebral block and thoracic epidural analgesia in patients undergoing posterolateral thoracotomy..","Wrong intervention.","high","primary_results","yes","unclear","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","Assessment of postoperative pain management and comparison of effectiveness of pain relief treatment involving paravertebral block and thoracic epidural analgesia in patients undergoing posterolateral thoracotomy..","yes","no","no","no","yes","2026-07-26T16:11:02.511Z","","DOI: 10.1186/s13019-019-0901-3; DOI: 10.1186/s13019-019-0901-3"
"2116","22","16","5068","Endoscopic hemostasis followed by preventive transarterial embolization in high-risk patients with bleeding peptic ulcer: 5-year experience.","Kaminskis","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Endoscopic hemostasis followed by preventive transarterial embolization in high-risk patients with bleeding peptic ulcer: 5-year experience..","Wrong intervention.","high","primary_results","yes","unclear","unclear","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:11:03.144Z","","DOI: 10.1186/s13017-019-0264-z; DOI: 10.1186/s13017-019-0264-z"
"2117","22","17","5072","Acupuncture: another clinical trial fails...Stener-Victorin E, Waldenström U, Nilsson L, Wikland M, Janson PO. A prospective randomized study of electro-acupuncture versus alfentanil as anesthesia during oocyte aspiration in in-vitro fertilization. HUM RE","Goski T","2001","English","no","No","EXCLUDE_NON_SURGICAL","Acupuncture: another clinical trial fails...Stener-Victorin E, Waldenström U, Nilsson L, Wikland M, Janson PO.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:11:03.624Z","",""
"2118","22","18","5073","Do patients need to fast for a 13C-urea breath test?","Moayyedi","1997","English","yes","No","EXCLUDE_NON_SURGICAL","Do patients need to fast for a 13C-urea breath test?.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:11:04.544Z","","DOI: 10.1097/00042737-199703000-00010; DOI: 10.1097/00042737-199703000-00010"
"2119","22","19","5075","Migraine prevention with a supraorbital transcutaneous stimulator: A randomized controlled trial...Neurology. 2013 Feb 19;80(8):697-704","Meng","2013","English","yes","No","EXCLUDE_NON_SURGICAL","Migraine prevention with a supraorbital transcutaneous stimulator: A randomized controlled trial...Neurology.","Non-operative or non-surgical population.","high","primary_results","no","no","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:11:05.133Z","","DOI: 10.1212/01.wnl.0000435063.25330.55; DOI: 10.1212/01.wnl.0000435063.25330.55"
"2120","22","20","5076","Visual attention, EEG alpha power and T7-Fz connectivity are implicated in prosthetic hand control and can be optimized through gaze training.","Parr","2019","English","yes","No","EXCLUDE_NON_SURGICAL","The GT group received instruction regarding how to use their eyes effectively, while the MT group received movement-related instruction typical in rehabilitation.<b>Results: </b>Experiment 1 revealed that when using the prosthetic hand, participants performed worse, exhibited spatial and temporal disruptions to visual attention, and exhibited a global decrease in EEG alpha power (8-12 Hz), suggesting increased cognitive effort.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:11:05.619Z","","DOI: 10.1186/s12984-019-0524-x; DOI: 10.1186/s12984-019-0524-x"
"2121","22","21","5077","Meta-analysis of randomized controlled trials on the efficacy of thoracic epidural anesthesia in preventing atrial fibrillation after coronary artery bypass grafting.","Gu","2012","English","yes","No","EXCLUDE_PUBLICATION_TYPE","The citation is classified as meta analysis rather than an eligible randomized results report.","Ineligible publication type.","high","meta_analysis","yes","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","<b>Background: </b>Postoperative atrial fibrillation (POAF) is one of the most common complications in patients undergoing coronary artery bypass grafting (CABG).","not_applicable","not_applicable","no","no","yes","2026-07-26T16:11:06.244Z","","DOI: 10.1186/1471-2261-12-67; DOI: 10.1186/1471-2261-12-67"
