"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"501","6","1","1231","Effect of Transcutaneous Electrical Nerve Stimulation Versus Capsicum Plaster on Emesis Gravidarum","NCT06520735","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:48:31.450Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"502","6","2","1232","Effect of percutaneous acupoint electrical stimulation on cognitive dysfunction in elderly patients after total knee replacement and its mechanism","ChiCTR2300070281","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:48:36.820Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"503","6","3","1233","Effect of Acupoint Stimulation on Postoperative Delirium and Electroencephalogram","NCT06161662","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:48:50.110Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"504","6","4","1234","Efficacy of PC6 Electroacupuncture in the Prevention of Nausea Vomiting in Caesarean Patient Under Spinal Anaesthesia","NCT04801277","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:48:58.040Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"505","6","5","1238","Evaluation of electrophysiological techniques for intervention in adolescent women with primary dysmenorrhea","ChiCTR2000038628","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:49:11.889Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"506","6","6","1240","Application of Transcutaneous Acupoint Electrical Stimulation in Video-Assisted Thoracoscopic Surgery for Perioperative Analgesia","ChiCTR2400079540","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:49:18.448Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"507","6","7","1241","Transcutaneous electrical acupoint stimulation in the prevention of postdischarge nausea and vomiting in ambulatory surgery patients","ChiCTR2400083780","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:49:24.998Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"508","6","8","1242","Effect of transcutaneous electrical acupoint stimulation on incidence of hypotension during anesthesia induction in laparoscopic rectal cancer resection","ITMCTR2025000108","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:49:38.594Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"509","6","9","1243","Effect of dexmedetomidine combined with transcutaneous acupoint electrical stimulation on postoperative sleep quality of patients undergoing laparoscopic gynecological surgery","ChiCTR2100046894","2021","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:49:49.675Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"510","6","10","1244","Effect of transcutaneous electrical acupoint stimulation on postoperative cognitive function in patients undergoing radical thoracoscopic lung cancer operation","Li","2016","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Randomized patients undergoing elective thoracoscopic lung cancer surgery received TEAS from 30 minutes before anaesthesia induction through the end of surgery versus no TEAS; postoperative cognitive dysfunction was reported.","Randomized perioperative TEAS study in thoracoscopic lung cancer surgery with eligible timing and clinical postoperative outcome.","high","primary_results","yes","8","0","","yes","yes","TEAS","no TEAS","yes","yes","yes","30 minutes before anaesthesia induction through end of surgery","yes","no","no","yes","2026-07-27T10:50:07.132Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"511","6","11","1245","Clinical study onTranscutaneous electrical acupoint stimulation of Zusanli/Neiguan combined with conventional Western medicine treatment for myocardial reperfusion injury after cardiac stent surgery","ChiCTR2400082515","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:50:18.257Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"512","6","12","1247","Preventive effect of Transcutaneous Electrical Acupoint Stimulation(TAES) pre-treatment on lymphedema in patients undergoing axillary lymph node dissection for breast cancer: protocol for a randomized controlled trial","ChiCTR2400088117","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:50:25.188Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"513","6","13","1248","Effect of Percutaneous Acupoint Electrical Stimulation on Delirium","NCT06360549","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:50:40.538Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"514","6","14","1249","Transcutanclus electrical acupoint stimulation of Hand Taiyin Lung Acupoints improves pulmonary infection in elderly diabetic patients after OPCABG: a double center, double-blind, randomized control led clinical trial","ChiCTR1900022227","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:50:57.113Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"515","6","15","1250","Effects of Percutaneous Electrical Acupoint Stimulation on Early Postoperative Fatigue in Elderly Patients Undergoing Hip Fracture Surgery: a Protocol for Randomized Controlled Trial","ChiCTR2600124000","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:51:15.400Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"516","6","16","1251","A randomized controlled trial based on multi-arm multi-stage Bayesian adaptive design for screening the optimal protocol of acupoint electrical stimulation in postoperative urinary retention after anorectal surgery","ITMCTR2026000642","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:51:26.584Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"517","6","17","1256","Recovery after anesthesia and surgery of tibia/fibula fractures: measuring the effect of transcutaneous electrical acupoint stimulation (TEAS)","Voronov","2020","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","The abstract states a planned purpose and methods using future tense and reports no participant results.","Prospective study methods only; no participant results.","high","conference_protocol","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:51:36.707Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"518","6","18","1259","Application of Transcutaneous acupoint electrical stimulation in rapid recovery of non-tracheal intubation thoracoscopic surgery","ChiCTR2400079394","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:51:42.487Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"519","6","19","1260","The analgesic effect of transcutaneous electrical acupoint stimulation on endoscopic spinal surgery: a prospective, randomized, controlled study","ChiCTR2400080480","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:51:56.425Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"520","6","20","1261","Pain Trajectory and Transcutaneous Electrical Acupoint Stimulation After Thoracoscopic Cardiac Surgery","ChiCTR2500097806","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:52:11.076Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"521","6","21","1262","Clinical research on the alleviation of perioperative anxiety by transcutaneous electrical acupoint stimulation based on the ERAS concept","ITMCTR2025001205","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T10:52:23.895Z","computer_control_fallback","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
