"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"801","9","1","1676","Transcutaneous Electrical Acupoint Stimulation for the Prevention of Postpartum Depression and Its Effect on Enhanced Recovery after Cesarean Section: a Randomized Controlled Trial","ChiCTR2600120441","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record reports planned TEAS after cesarean delivery but no participant results; cesarean was under spinal anesthesia rather than general anesthesia.","high","trial_registration","no","0","0","","no","yes","yes","not_applicable","not_applicable","not_applicable","yes","Postoperative day 0 onward; at least one session appears within 24 hours.","not_applicable","no","no","yes","2026-07-27T14:02:02.259Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"802","9","2","1677","Wearable transcutaneous electrical acupoint stimulation bracelets for the prevention of carboprost-induced nausea and vomiting during cesarean section under spinal anesthesia: a randomized controlled trial","ChiCTR2300071766","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record has no participant results and explicitly concerns cesarean section under spinal, not general, anesthesia.","high","trial_registration","no","0","0","","no","yes","yes","not_applicable","not_applicable","not_applicable","yes","Bracelet applied before anesthesia.","not_applicable","no","no","yes","2026-07-27T14:02:37.965Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"803","9","3","1679","The effect of transcutaneous electrical acupoint stimulation on postoperative sleep in patients with breast cancer surgery: a single-center, single blind, prospective, randomized controlled, superior clinical study","ChiCTR2300071749","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record describes planned TEAS versus non-acupoint stimulation after breast cancer surgery but provides no participant results.","high","trial_registration","no","0","0","","unclear","yes","yes","yes","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-27T14:02:46.755Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"804","9","4","1690","Randomized Controlled Trials of Electro-acupuncture Effects on Perioperative Anxiety in Patients Treated With PCI","NCT03789344","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record has no participant results and concerns percutaneous coronary intervention rather than eligible operative surgery under general anesthesia.","high","trial_registration","no","0","0","","no","yes","yes","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-27T14:02:53.941Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"805","9","5","1692","Effect of transcutaneous electrical stimulation of acupuncture points on postoperative delirium in elderly patients in the intensive care unit","ChiCTR2300077309","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record describes planned perioperative TEAS under general anesthesia but provides no participant results.","high","trial_registration","no","0","0","","yes","unclear","yes","yes","not_applicable","not_applicable","yes","Stimulation before induction, before the end of surgery, and after ICU transfer.","not_applicable","no","no","yes","2026-07-27T14:03:02.641Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"806","9","6","1695","Effectiveness of transcutaneous electrical acupoint stimulation combined with metoclopramide for the prevention of postoperative nausea and vomiting in patients undergoing gynecologic laparoscopic surgery: a randomized, double-blind controlled trial","ChiCTR2400087428","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record describes planned TEAS with metoclopramide in gynecologic laparoscopic surgery but provides no participant results.","high","trial_registration","no","0","0","","unclear","yes","yes","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-27T14:03:09.789Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"807","9","7","1696","The Effect of Transcutaneous Electrical Acupoint Stimulation on Postoperative Catheter-Related Bladder Discomfort in Patients Undergoing Transurethral Enucleation and Resection of the Prostate: a single-center, randomized controlled clinical trial","ChiCTR2400085914","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry record describes planned TEAS versus sham for catheter-related bladder discomfort after prostate surgery but provides no participant results; general anesthesia is not established.","high","trial_registration","no","0","0","","unclear","yes","yes","yes","not_applicable","not_applicable","yes","Outcome timing and PACU context imply perioperative stimulation, but exact initiation is not fully stated.","not_applicable","no","no","yes","2026-07-27T14:03:30.253Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"808","9","8","1702","Initiating contractions of the gravid uterus through electro-acupuncture","Kubista","1975","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Electroacupuncture was used to initiate labor contractions in pregnant patients before amniotomy; this is not operative surgery under general anesthesia.","high","primary_results","yes","0","0","","no","no","yes","not_applicable","not_applicable","not_applicable","no","Administered for labor induction before amniotomy, not perioperative treatment.","not_applicable","no","no","yes","2026-07-27T14:03:46.705Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"809","9","9","1705","Effects of electroacupuncture on postoperative delirium in elderly patients after total knee arthroplasty: study protocol for a multi-centre, randomized, controlled trial","ChiCTR2300070393","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial-registry protocol describes planned EA versus sham after total knee arthroplasty under general anesthesia but provides no participant results.","high","trial_registration","no","0","0","","yes","yes","yes","yes","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-27T14:04:01.065Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"810","9","10","1706","Transcutaneous acupoint electric stimulation in combination with enflurane anesthesia for craniocerebral operations","Wang","1993","English","no","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Title suggests perioperative TEAS during craniocerebral surgery with enflurane anesthesia, but no abstract is available and randomization, comparator, and eligible timing cannot be established.","high","primary_results","yes","0","3","randomization|comparator|timing","yes","unclear","yes","unclear","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-27T14:04:22.822Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
