"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1201","13","1","2965","Effectiveness of Intravenous Laser Therapy in Patients With Sciatica and Sleep Disorders at Binh Dinh Hospital of Traditional Medicine and Rehabilitation","#2965","2024","English","yes","No","EXCLUDE_NON_SURGICAL","Effectiveness of Intravenous Laser Therapy in Patients With Sciatica and Sleep Disorders at Binh Dinh Hospital of Traditional Medicine and Rehabilitation.","Non-operative or non-surgical population.","high","secondary_report","no","no","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","yes","yes","2026-07-26T15:37:59.266Z","",""
"1202","13","2","2967","The Use of Acupuncture to Reduce Chemotherapy Induced Peripheral Neuropathy (CIPN) in Gynaecological Cancer Patients - A Pilot Randomised Controlled Trial","#2967","2024","English","yes","No","EXCLUDE_NON_SURGICAL","The Use of Acupuncture to Reduce Chemotherapy Induced Peripheral Neuropathy (CIPN) in Gynaecological Cancer Patients - A Pilot Randomised Controlled Trial.","Non-operative or non-surgical population.","high","primary_results","yes","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:38:00.075Z","",""
"1203","13","3","2968","The Research Was Planned As a Randomized Controlled Experimental Study to Evaluate the Effects of Foot Massage on Back Pain and Vital Signs in Patients Undergoing Coronary Angiography.","#2968","2024","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Integrative health practices such as distraction, music, acupressure, aromatherapy, acupuncture, transcutaneous electrical nerve stimulation (TENS), hot and cold applications and massage are used to reduce pain.","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","yes","ordinary TENS","unclear or active-only","unclear","not_applicable","unclear","unclear","Studies have reported that foot massage has positive effects on sleep quality, blood pressure and anxiety in patients with coronary disease, and that it reduces pain intensity and analgesic use when applied after surgery.","yes","no","no","no","yes","2026-07-26T15:38:01.276Z","",""
"1204","13","4","2969","Effect of Transcutaneous Electrical Nerve Stimulation Based on Wrist-ankle Acupuncture Theory on Postoperative Pain After Video-assisted Thoracoscopic Surgery","#2969","2024","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Effect of Transcutaneous Electrical Nerve Stimulation Based on Wrist-ankle Acupuncture Theory on Postoperative Pain After Video-assisted Thoracoscopic Surgery.","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","unclear","ordinary TENS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","Effect of Transcutaneous Electrical Nerve Stimulation Based on Wrist-ankle Acupuncture Theory on Postoperative Pain After Video-assisted Thoracoscopic Surgery.","yes","no","no","no","yes","2026-07-26T15:38:02.328Z","",""
"1205","13","5","2970","Effect of Transcutaneous Electrical Nerve Stimulation Based on Wrist-ankle Acupuncture Theory on EC50 of Remifentanil Inhibiting Cardiovascular Response After Tracheal Intubation Under General Anesthesia","#2970","2024","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","Effect of Transcutaneous Electrical Nerve Stimulation Based on Wrist-ankle Acupuncture Theory on EC50 of Remifentanil Inhibiting Cardiovascular Response After Tracheal Intubation Under General Anesthesia.","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","yes","unclear","ordinary TENS","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:38:03.572Z","",""
"1206","13","6","2972","Effect of electroacupuncture on neurological function in rats with cerebral ischemia-reperfusion injury based on AMPK/mTOR/ULK1 signaling pathway","Xu","2024","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture on neurological function in rats with cerebral ischemia-reperfusion injury based on AMPK/mTOR/ULK1 signaling pathway.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T15:38:04.611Z","","DOI: 10.13703/j.0255-2930.20240418-k0005; DOI: 10.13703/j.0255-2930.20240418-k0005"
"1207","13","7","2974","Effects of VE, Focus, Expressive Touch on Pain, Anxiety, Breastfeeding and Mobilization in Women Delivering by Cesarean Section","#2974","2024","English","yes","No","EXCLUDE_NON_ACUPOINT_TENS","In the literature, it has been reported that some applications such as acupressure, acupuncture, relaxation exercises, foot reflexology, aromatherapy, music, transcutaneous electrical nerve stimulation, and distraction, which are non-pharmacological methods in the adjunctive treatment of postoperative pain, reduce pain, fatigue, and anxiety, accelerate mobilization, and positively affect breastfeeding ..","Ordinary TENS without acupuncture-point placement.","high","primary_results","no","unclear","unclear","ordinary TENS","unclear or active-only","unclear","not_applicable","unclear","unclear","In the literature, it has been reported that some applications such as acupressure, acupuncture, relaxation exercises, foot reflexology, aromatherapy, music, transcutaneous electrical nerve stimulation, and distraction, which are non-pharmacological methods in the adjunctive treatment of postoperative pain, reduce pain, fatigue, and anxiety, accelerate mobilization, and positively affect breastfeeding ..","yes","no","no","no","yes","2026-07-26T15:38:05.335Z","",""
"1208","13","8","2975","Role of Home-Based Transcutaneous Electrical Acustimulation for Treatment of Pain in Patients With Chronic Pancreatitis (TEA-CuP): A Double-Blind, Sham-Controlled Crossover Trial","#2975","2024","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Role of Home-Based Transcutaneous Electrical Acustimulation for Treatment of Pain in Patients With Chronic Pancreatitis (TEA-CuP): A Double-Blind, Sham-Controlled Crossover Trial.","Wrong intervention.","high","primary_results","no","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T15:38:06.490Z","",""
"1209","13","9","2976","Transcutaneous Electrical Acupoint Stimulation Alleviate Postoperative Depression in Video-assisted Thoracoscopic Surgery: a Randomized Controlled Trial","#2976","2024","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","no","unclear","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","Transcutaneous Electrical Acupoint Stimulation Alleviate Postoperative Depression in Video-assisted Thoracoscopic Surgery: a Randomized Controlled Trial.","yes","no","no","no","yes","2026-07-26T15:38:07.508Z","",""
"1210","13","10","2985","Clinical application of laparoscopic spleen-preserving distal pancreatectomy in patients with situs inversus totalis","Yang","2024","English","no","No","EXCLUDE_WRONG_INTERVENTION","Clinical application of laparoscopic spleen-preserving distal pancreatectomy in patients with situs inversus totalis.","Wrong intervention.","high","primary_results","no","unclear","unclear","not eligible/unclear","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T15:38:08.229Z","","DOI: 10.23736/S2724-5985.24.03653-2; DOI: 10.23736/S2724-5985.24.03653-2"
