"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1101","12","1","2472","Effect of Electroacupuncture Combined With Paclitaxel Clinical Efficacy of Patients With Recurrence of High-grade Glioma","NCT06330337","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:05.104Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1102","12","2","2475","ANALYSIS OF THE COST-EFFECTIVENESS OF A COMBINED ELECTROACUPUNCTURE AND AURICULAR ACUPUNCTURE TREATMENT FOR POSTOPERATIVE PAIN AFTER ABDOMINAL SURGERY FOR GYNECOLOGICAL DISEASES: a RANDOMIZED CONTROLLED TRIAL","Lam","2024","English","yes","NO","EXCLUDE_INSEPARABLE_COMBINATION","The postoperative intervention combines electroacupuncture with auricular acupuncture, so the independent EA effect is not estimable.","The postoperative intervention combines electroacupuncture with auricular acupuncture, so the independent EA effect is not estimable.","high","secondary_report","yes","0","0","","yes","yes","EA plus auricular acupuncture","usual care","not_applicable","no","yes","not_applicable","yes","no","no","yes","2026-07-28T17:11:05.842Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1103","12","3","2476","The Analgesia Effect of Electroacupuncture Battlefield Acupuncture Versus Sham Electroakupuncture Post Surgery","NCT06783556","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:06.726Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1104","12","4","2479","基于经络理论研究电刺激腧穴改善肛门病术后疼痛的疗效与机制","刘剑","2025","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Chinese abstract-free record on postoperative acupoint electrical stimulation does not establish randomization, general anesthesia, comparator, or participant results.","Chinese abstract-free record on postoperative acupoint electrical stimulation does not establish randomization, general anesthesia, comparator, or participant results.","high","primary_results","unclear","0","4","randomization|general_anaesthesia|comparator|results","unclear","unclear","electrical acupoint stimulation","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","yes","no","yes","2026-07-28T17:11:07.467Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1105","12","5","2480","Efficacy and safety of Electroacupuncture for postoperative insomnia in patients with spinal metastasis: a prospective multi-center randomized controlled study","ITMCTR2025000930","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:08.230Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1106","12","6","2481","Clinical Trial Comparing Analgesic Responses to Electroacupuncture in Patients with Postoperative Pain after Musculoskeletal Surgery","KCT0011009","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:08.979Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1107","12","7","2482","Clinical research on analgesic effects of different electroacupuncture methods in artificial abortion","Jin","2018","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","EA methods were studied for analgesia during artificial abortion, with no eligible operative general-anesthesia context and only active EA comparisons.","EA methods were studied for analgesia during artificial abortion, with no eligible operative general-anesthesia context and only active EA comparisons.","high","primary_results","unclear","0","0","","no","unclear","EA","different EA methods","not_applicable","no","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:09.741Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1108","12","8","2484","Effects of Electroacupuncture at Neiguan (PC6) and Daling (PC7) on Sleep Quality After Gynecological Laparoscopic Surgery: a Single-Center, Double-Blind, Randomized Controlled Trial","ITMCTR2025002011","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:10.544Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1109","12","9","2485","Effectiveness and Safety of Polydioxanone Thread Embedding Acupuncture(TEA) and Electroacupuncture(EA) Treatment for Knee Osteoarthritis(KOA) Patients with Postoperative Pain","KCT0004804","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:11:11.299Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1110","12","10","2486","Combined Acupressure Effects on Post-Thoracotomy Pain and Lung Volume","NCT07411417","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:12:09.610Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
