"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"201","3","1","908","[Changes of IFN-gamma, IL-2, IL-6 and IL-10 in the patient with cardiac surgery under combined acupuncture anesthesia].","Yang","2006","uncertain","yes","No","EXCLUDE_NO_ELIGIBLE_OUTCOME","OBJECTIVE: To observe the effect of electroacupuncture (EA) on cytokines in the cardiac surgical patient and to evaluate the application of combined acupuncture anesthesia to cardiac surgery.","Only physiological or biomarker outcomes are reported.","high","primary_results","yes","yes","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","no","yes","yes","no","yes","2026-07-26T13:06:34.832Z","none","Ref ID: 16903604"
"202","3","2","912","Analgesic effect of electroacupuncture in postthoracotomy pain: a prospective randomized trial.","Wong","2006","English","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","METHODS: A total of 27 patients with operable non-small cell lung carcinoma who received thoracotomy were recruited and randomized to receive either electroacupuncture or sham acupuncture in addition to routine oral analgesics and patient-controlled intravenous analgesia for postoperative pain control.","yes","no","no","no","yes","2026-07-26T13:06:55.642Z","none","DOI:
10.1016/j.athoracsur.2005.12.064
•
Ref ID: 16731125"
"203","3","3","913","Auricular electro-acupuncture as an additional perioperative analgesic method during oocyte aspiration in IVF treatment.","Sator-Katzenschlager","2006","English","yes","Maybe","UNCERTAIN_TIMING","The perioperative study is otherwise eligible, but the first stimulation time cannot be placed confidently at or before 24 postoperative hours.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","yes","yes","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","no","no","yes","2026-07-26T13:06:56.394Z","none","DOI:
10.1093/humrep/del110
•
Ref ID: 16679325"
"204","3","4","915","[Application of electro-acupuncture-anesthesia device in brachiplex nerve blocking].","Xie","2006","uncertain","yes","Maybe","UNCERTAIN_GENERAL_ANAESTHESIA","The operative setting and eligible electrical acupuncture intervention are described, but the anaesthetic technique is not stated.","General anaesthesia is the principal unresolved criterion.","moderate","primary_results","yes","unclear","yes","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","yes","no","yes","2026-07-26T13:06:57.146Z","none","Ref ID: 16613274"
"205","3","5","916","Clinical study on effect of electro-acupuncture combined with different anesthetics on auditory-evoked potential index.","Lu","2006","English","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","METHODS: Forty-eight adult patients undergoing scheduled surgical operation were enrolled and divided into two groups (24 in each group) according to the anesthetics applied, Group A was anesthetized with propofol sedation and Group B with Isoflurane-epidural anesthesia.","The procedure was conducted without general anaesthesia.","high","primary_results","yes","no","unclear","EA","unclear or active-only","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T13:06:58.092Z","none","DOI:
10.1007/BF02857421
•
Ref ID: 16571275"
"206","3","6","917","[Effect of electroacupuncture on myoelectric activity of Jejunal limb After Roux-en-Y esophagojejunostomy].","Li","2006","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture on myoelectric activity of Jejunal limb After Roux-en-Y esophagojejunostomy]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T13:07:01.367Z","none","Ref ID: 16541867"
"207","3","7","918","Transcutaneous acupoint electrical stimulation with the ReliefBand for the prevention of nausea and vomiting during and after cesarean delivery under spinal anesthesia.","Habib","2006","English","yes","No","EXCLUDE_NO_GENERAL_ANAESTHESIA","Transcutaneous acupoint electrical stimulation with the ReliefBand for the prevention of nausea and vomiting during and after cesarean delivery under spinal anesthesia..","The procedure was conducted without general anaesthesia.","high","primary_results","no","no","yes","TEAS","sham/usual-care/control","unclear","not_applicable","unclear","yes","The ReliefBand was applied 30-60 min preoperatively and left in place for 24 h.","yes","no","no","no","yes","2026-07-26T13:07:04.648Z","none","DOI:
10.1213/01.ane.0000189217.19600.5c
•
Ref ID: 16428565"
"208","3","8","919","[Effect of electroacupuncture on hemodynamics at peri-intratracheal intubation period under general anesthesia].","Peng","2005","uncertain","yes","Maybe","UNCERTAIN_TIMING","The perioperative study is otherwise eligible, but the first stimulation time cannot be placed confidently at or before 24 postoperative hours.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","yes","yes","yes","EA","sham/usual-care/control","unclear","not_applicable","yes","unclear","","yes","no","yes","no","yes","2026-07-26T13:07:05.429Z","none","Ref ID: 16419715"
"209","3","9","920","[Effects of electroacupuncture at different acupoints on FVEP in the rabbit with separated monocular optic nerve].","Zhou","2005","uncertain","yes","No","EXCLUDE_ANIMAL","[Effects of electroacupuncture at different acupoints on FVEP in the rabbit with separated monocular optic nerve]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T13:07:06.364Z","none","Ref ID: 16318136"
"210","3","10","921","[Application of transcutaneous electric nerve stimulation in operation of thyroid tumors].","He","2005","uncertain","yes","No","EXCLUDE_WRONG_INTERVENTION","[Application of transcutaneous electric nerve stimulation in operation of thyroid tumors]..","Wrong intervention.","high","primary_results","yes","unclear","yes","not eligible/unclear","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","yes","no","yes","2026-07-26T13:07:09.652Z","none","Ref ID: 16312899"
