"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"601","7","1","1480","Transcutaneous Electrical Stimulation of the P6 Acupoint Reduces Postoperative Nausea and Vomiting after Laparoscopic Cholecystectomy","Jang","2003","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Fifty-nine adults undergoing laparoscopic cholecystectomy under general anaesthesia were randomized to an active or inactive ReliefBand at P6; stimulation began 10 minutes before the end of surgery and remained for 24 hours, with postoperative nausea and vomiting outcomes.","Randomized adult perioperative P6 TEAS study under general anaesthesia with sham control, eligible timing, and clinical outcomes.","high","primary_results","yes","8","0","","yes","yes","TEAS","sham TEAS","yes","yes","yes","10 minutes before end of surgery through the first 24 postoperative hours","yes","no","no","yes","2026-07-27T11:39:00.211Z","queue_rehydration_misclick_corrected_before_audit","Formal reload rehydrated the queue while a click was in flight. An unintended NO on #1480 was confirmed by the Undo banner, undone, and replaced with the intended YES. Only the corrected final vote is audited here. No history, conflict, comment, or tag interface was opened."
"602","7","2","1481","Electrical Stimulation Over Acupuncture Points in Reduction of Rectal Discomfort Distension","NCT01551654","2012","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T11:39:29.351Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"603","7","3","1483","TEAS for Sedation During ERCP: a Multicenter Trial With Mechanistic Substudy","NCT07440342","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T11:40:32.324Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"604","7","4","1484","Randomized, double-blind and shamcontrolled pilot study of acupuncture for the treatment of post-operative pain following percutaneous nephrolithotomy","Asqarova","2014","English","yes","MAYBE","UNCERTAIN_GENERAL_ANAESTHESIA","The randomized sham-controlled PCNL pilot used preoperative needle electroacupuncture and reported immediate postoperative outcomes, but the abstract does not state whether general anaesthesia was used.","Otherwise eligible randomized perioperative EA study; anaesthesia type is the sole uncertainty.","moderate","primary_results","yes","7","1","general_anaesthesia","uncertain","yes","EA","sham EA","yes","yes","yes","preoperative EA before percutaneous nephrolithotomy","yes","no","yes","yes","2026-07-27T11:41:54.415Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"605","7","5","1485","A randomized double-blinded sham controlled study of electro-acupuncture for the management of postoperative pain after percutaneous nephrolithotomy","Chugh","2016","English","yes","MAYBE","UNCERTAIN_GENERAL_ANAESTHESIA","The randomized sham-controlled PCNL study used preoperative needle electroacupuncture with immediate postoperative outcomes, but the abstract does not state whether general anaesthesia was used.","Otherwise eligible randomized perioperative EA study; anaesthesia type is the sole uncertainty.","moderate","primary_results","yes","7","1","general_anaesthesia","uncertain","yes","EA","sham EA and no EA","yes","yes","yes","preoperative EA before percutaneous nephrolithotomy","yes","no","yes","yes","2026-07-27T11:42:15.090Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"606","7","6","1486","Transcutaneous P6 acupoint electrical stimulation prevents both nausea and vomiting during elective cesarean section under combined spinal-epidural: a randomized control clinical trial","Levin","2018","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Cesarean delivery was performed under combined spinal-epidural regional anaesthesia, not general anaesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS","control","not_applicable","yes","yes","not_applicable","yes","no","no","yes","2026-07-27T11:43:09.648Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"607","7","7","1487","Effects of acupuncture and transcutaneous stimulation analgesia on plasma hormone levels during and after major abdominal surgery","Kho","1993","English","yes","NO","EXCLUDE_INSEPARABLE_COINTERVENTION","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Needle acupuncture and transcutaneous electrical stimulation were delivered together as a combined intervention, so the independent TEAS or EA effect cannot be separated.","high","primary_results","yes","0","0","","yes","uncertain","acupuncture plus transcutaneous electrical stimulation","fentanyl anaesthesia","not_applicable","no","yes","not_applicable","yes","no","no","yes","2026-07-27T11:43:52.008Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"608","7","8","1490","The application of transcutaneous electrical nerve stimulation on acupoints (Acu-TENS) for pain relief during colonoscopy: a prospective, randomised, placebo-controlled study","Ng","2014","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","Elective colonoscopy used propofol/alfentanil sedation rather than operative surgery under general anaesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS","placebo TEAS","not_applicable","yes","yes","not_applicable","yes","no","no","yes","2026-07-27T11:44:28.538Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"609","7","9","1495","The Impact of Transcutaneous Acupoint Electrical Stimulation on the Quality of Early Postoperative Recovery in Elderly Patients with Hip Fractures","ITMCTR2025001903","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record provides planned intervention or outcomes but no participant results.","Trial registration without participant results.","high","trial_registration","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T11:44:51.915Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"610","7","10","1496","Effect of ACU-tens on vestibular function","Jones","2011","English","yes","NO","EXCLUDE_NON_SURGICAL","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","The study evaluated vestibular responses in healthy subjects and did not involve operative surgery.","high","primary_results","yes","0","0","","no","uncertain","TEAS","control","not_applicable","not_applicable","not_applicable","not_applicable","yes","no","no","yes","2026-07-27T11:45:16.671Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"611","7","11","1497","Electro-acupuncture (EA) in Children Undergoing Procedures for Congenital Heart Defects","NCT03297658","2017","English","yes","NO","EXCLUDE_PEDIATRIC","The title and abstract clearly establish an ineligible population, setting, intervention, design, or timing.","The registration enrolled children from birth through 18 years, not an adult-only population.","high","trial_registration","no","0","0","","yes","yes","EA","sham EA","not_applicable","not_applicable","yes","not_applicable","yes","no","no","yes","2026-07-27T11:45:40.330Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"612","7","12","1499","Effect of electroacupuncture on the recovery of cognitive function after operation under general anesthesia in the elderly","Zhang","2015","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Seventy adults aged 60–80 undergoing laparoscopic cholecystectomy under general anaesthesia were randomized to postoperative electroacupuncture or control, beginning after recovery from anaesthesia with cognitive outcomes.","Randomized adult perioperative EA study under general anaesthesia with eligible timing and clinical outcomes.","high","primary_results","yes","8","0","","yes","yes","EA","general-anaesthesia control","yes","yes","yes","immediately after recovery from anaesthesia, daily for seven days","yes","no","no","yes","2026-07-27T11:46:39.140Z","chrome_extension_cua","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
