"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2401","25","1","2385","Effect of electroacupuncture combined with Rema on the incidence of perioperative complications","ChiCTR2400079732","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:54.511Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2402","25","2","2388","Effect of electroacupuncture on perioperative anxiety and stress response in patients undergoing gastric and colorectal tumor surgery","ChiCTR2000037127","2020","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:54.952Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2403","25","3","2389","Clinical Study of TEAS Intervention in Relieving Anxiety Before Thoracoscopic Surgery","NCT04895852","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:55.459Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2404","25","4","2392","Exploring the optimal timing of preoperative electroacupuncture for prevention of postoperative nausea and vomiting in orthopedic surgery patients: a prospective cohort study","ITMCTR2200005851","2022","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:56.074Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2405","25","5","2518","Study on the effect and mechanism of percutaneous acupoint nerve electrical stimulation in postoperative cognitive dysfunction","ChiCTR2200065497","2022","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:56.496Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2406","25","6","2519","Can electrostimulation reduce the requirement for opioids in patients after surgery?","ISRCTN76428396","2020","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:56.902Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2407","25","7","2520","The effects of electroacupuncture on lung injury in patients with surgical acute abdomen during perioperative: a Prospective, Randomized, Controlled Trial","ChiCTR1900021213","2019","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:57.502Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2408","25","8","2521","Transcutanclus electrical acupoint stimulation in the role of accelerated rehabilitation after pneumonectomy and curative effect observation","ChiCTR-IOR-16009850","2016","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:57.950Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2409","25","9","3288","Alternation of EEG Characteristics During Transcutaneous Acupoint Electrical Stimulation–Induced Sedation","Yan","2022","English","yes","No","EXCLUDE_NON_SURGICAL","TAES-induced sedation was studied outside an operative perioperative setting.","TAES-induced sedation was studied outside an operative perioperative setting.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:57:56.459Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2410","25","10","3413","Research on community promotion and application of single acupoint electroacupuncture therapy for lumbar intervertebral disc herniation","Huang","2021","English","yes","No","EXCLUDE_NON_SURGICAL","Electroacupuncture treated community patients with lumbar disc herniation, not perioperative surgical patients.","Electroacupuncture treated community patients with lumbar disc herniation, not perioperative surgical patients.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:57:56.999Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
