"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1601","17","1","4463","Effect of electroacupuncture of different acupoints on myoelectrical activities of the uterus in rats","Liu","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:38.281Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1602","17","2","4464","A Double-blind,Placebo-controlled, Randomized, Crossover Trial of Mint Tea High in Rosmarinic Acid in Adults With Nasal Polyposis","Unknown","unclear","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS randomized intervention.","No eligible perioperative EA/TEAS randomized intervention.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:38.907Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1603","17","3","4465","Electroacupuncture for Postoperative Ileus After Laparoscopic Colorectal Surgery: a Randomised Sham-controlled Pilot Study","Unknown","unclear","English","no","No","EXCLUDE_PROTOCOL","ClinicalTrials.gov registration or study protocol reports no primary participant results.","ClinicalTrials.gov registration or study protocol reports no primary participant results.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:42.110Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1604","17","4","4466","Minimal immunoreactive plasma β-endorphin and decrease of cortisol at standard analgesia or different acupuncture techniques","Harbach","2007","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or procedure; no eligible operative surgery under general anaesthesia.","Non-surgical condition or procedure; no eligible operative surgery under general anaesthesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:42.536Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1605","17","5","4467","Effects of electroacupuncture on serum nitric oxide and endothelin contents in rats with cerebral ischemia-reperfusion injury","Wang","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:43.011Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1606","17","6","4468","Effect of electroacupuncture on free radical content and HSP70 expression in the brain tissue in rats with cerebral ischemia-reperfusion injury","Yan","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:43.494Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1607","17","7","4471","Effects of acupuncture at the points of the Pericardium Meridian on the activity of myocardial Ca2+-ATPase and gene expression in the rat of myocardial ischemia and reperfusion injury","Tian","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:46.652Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1608","17","8","4474","Effects of electroacupuncture on the immunoreactivity of focal cutaneous CB2 receptor positive cells in arthritis rats","Li","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:47.171Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1609","17","9","4475","Relationship between the function of mast cells and acupuncture analgesia in adjuvant arthritis rats","Lin","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:47.593Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1610","17","10","4476","Effect of electroacupuncture on plasma estrin and bone mineral density in ovariectomized rats","Wei","2007","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:32:47.984Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
