"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1801","19","1","4288","[Effect of electroacupuncture on pain threshold and spinal NR2B subunit expression in a rat model of neuropathic pain].","Zhou","2010","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture on pain threshold and spinal NR2B subunit expression in a rat model of neuropathic pain]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T16:00:16.917Z","",""
"1802","19","2","4289","[Clinical observation on pricking blood along meridians combined with electroacupuncture for treatment of prolapse of lumbar intervertebral disc].","Qiu","2010","uncertain","yes","No","EXCLUDE_NON_SURGICAL","[Clinical observation on pricking blood along meridians combined with electroacupuncture for treatment of prolapse of lumbar intervertebral disc]..","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","no","yes","no","yes","2026-07-26T16:00:17.807Z","",""
"1803","19","3","4290","[Effect of electroacupuncture on morphological changes and apoptosis of substantia nigra cells in Parkinson''s disease rats].","Wang","2010","uncertain","yes","No","EXCLUDE_ANIMAL","[Effect of electroacupuncture on morphological changes and apoptosis of substantia nigra cells in Parkinson''s disease rats]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T16:00:19.049Z","",""
"1804","19","4","4293","National Natural Science Foundation of China","#4293","2010","English","yes","No","EXCLUDE_POPULATION","Brief SummaryThe purpose of this study is to determine whether electroacupuncture preconditioning would provide protection against myocardial Ischemic-Reperfusion injury and systemic inflammation in children undergoing CPB for repair of congenital heart defects.Detailed Description2-12 years old children undergoing repair of congenital heart defects were included, except for those with server pulmonary arterial hypertension, chromosomal defects, airway and parenchymal lung disease, immunodeficiency, or blood disorders were excluded.","Paediatric-only population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","unclear","yes","no","no","yes","2026-07-26T16:00:20.721Z","",""
"1805","19","5","4299","[Effects of electroacupuncture on the expression of GDNF and Ret in Parkinson''s disease model rats].","Wang","2010","uncertain","yes","No","EXCLUDE_ANIMAL","[Effects of electroacupuncture on the expression of GDNF and Ret in Parkinson''s disease model rats]..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","yes","no","yes","2026-07-26T16:00:21.469Z","",""
"1806","19","6","4300","Effect of electroacupuncture on the healing process of tibia fracture in a rat model: a randomised controlled trial.","Nakajima","2010","English","yes","No","EXCLUDE_ANIMAL","Effect of electroacupuncture on the healing process of tibia fracture in a rat model: a randomised controlled trial..","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:00:22.234Z","","DOI: 10.1136/aim.2009.001800; DOI: 10.1136/aim.2009.001800"
"1807","19","7","4304","Complimentary and alterative medicine (CAM) for prostate cancer","Ogawa","2010","English","yes","No","EXCLUDE_NON_SURGICAL","Complimentary and alterative medicine (CAM) for prostate cancer.","Non-operative or non-surgical population.","high","primary_results","no","unclear","unclear","TEAS","unclear or active-only","unclear","not_applicable","unclear","unclear","","unclear","no","no","no","yes","2026-07-26T16:00:23.288Z","","DOI: 10.1111/j.1442-2042.2010.02646.x; DOI: 10.1111/j.1442-2042.2010.02646.x"
"1808","19","8","4305","Randomized Sham Controlled Trial of Weekly Electro-acupuncture for the Prevention of Taxane Induced Myalgias and Neuropathy","#4305","2010","English","yes","No","EXCLUDE_NON_SURGICAL","Randomized Sham Controlled Trial of Weekly Electro-acupuncture for the Prevention of Taxane Induced Myalgias and Neuropathy.","Non-operative or non-surgical population.","high","primary_results","no","unclear","yes","EA","sham/usual-care/control","unclear","not_applicable","unclear","unclear","","yes","no","no","no","yes","2026-07-26T16:00:23.999Z","",""
"1809","19","9","4314","Effect of acupuncture of ""Taixi"" (KI 3) on protein expression in the renal tissues of healthy rats","Chen","2010","English","yes","No","EXCLUDE_ANIMAL","Effect of acupuncture of ""Taixi"" (KI 3) on protein expression in the renal tissues of healthy rats.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:00:24.760Z","",""
"1810","19","10","4315","Effects of electroacupuncture plus oxygenmedicine on the expression of Bcl-2 and Bax proteins in the hippocampal CA 1 area in rats with global cerebral ischemia/reperfusion injury","Bu","2010","English","yes","No","EXCLUDE_ANIMAL","Effects of electroacupuncture plus oxygenmedicine on the expression of Bcl-2 and Bax proteins in the hippocampal CA 1 area in rats with global cerebral ischemia/reperfusion injury.","Animal study.","high","animal_study","yes","not_applicable","not_applicable","EA","sham/usual-care/control","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T16:00:25.483Z","",""
