"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1701","18","1","5000","Comparison of the effects of thoracic epidural analgesia and i.v. infusion with lidocaine on cytokine response, postoperative pain and bowel function in patients undergoing colonic surgery.","Kuo","2006","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:14.462Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1702","18","2","5002","The effect of acupuncture on pain score after open kidney surgery.","Tabassi","2015","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:14.855Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1703","18","3","5003","Repeated Radiofrequency Ablation Combined With Ablated Lesion Elimination and Transarterial Chemoembolization Improves the Outcome of Solitary Huge Hepatocellular Carcinomas 10 m or Larger.","ShanKe","2016","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:15.473Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1704","18","4","5004","Effect of celecoxib combined with thoracic epidural analgesia on pain after thoracotomy.","Senard","2010","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:16.073Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1705","18","5","5005","Effect of thoracic epidural analgesia on clinical outcomes following transapical transcatheter aortic valve implantation.","Amat-Santos","2012","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:16.817Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1706","18","6","5008","Sequential Transarterial Embolization Followed by Percutaneous Vertebroplasty Is Safe and Effective in Pain Management in Vertebral Metastases.","Wang","2016","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:17.280Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1707","18","7","5009","Influence of thoracic epidural analgesia on cardiovascular autonomic control after thoracic surgery.","Licker","2003","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:17.666Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1708","18","8","5010","Does tranexamic acid save blood in minimally invasive total knee arthroplasty?","Lin","2011","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:18.078Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1709","18","9","5012","Efficacy of an herbal dietary supplement (Smooth Move) in the management of constipation in nursing home residents: a randomized, double-blind, placebo-controlled study.","Bub","2006","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:18.683Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1710","18","10","5014","Prospective, randomized comparison of continuous thoracic epidural and thoracic paravertebral infusion in patients with unilateral multiple fractured ribs-a pilot study.","Mohta","2009","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:19.064Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1711","18","11","5019","Comparison of three different epidural solutions in off-pump cardiac surgery: pilot study.","Olivier","2005","English","no","No","EXCLUDE_WRONG_INTERVENTION","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","No eligible perioperative EA/TEAS intervention; the record concerns another treatment, procedure, or thoracic epidural analgesia.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:19.662Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1712","18","12","5020","Green tea pain modulating effect in sciatic nerve chronic constriction injury rat model.","Renno","2006","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:35:20.034Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
