"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"401","5","1","1076","The study on the effects of different acupoint combinations with percutaneous electrical stimulation on postoperative nausea and vomiting in patients undergoing gynecological laparoscopic surgery","ITMCTR2025000914","2025","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria unsupported: randomization, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","yes","uncertain","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:24.698Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"402","5","2","1079","Transcutaneous acupoint electrical stimulation technique for pain relief after dental implant surgery","ChiCTR2500096007","2025","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria unsupported: general_anaesthesia, randomization, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","sham","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:25.804Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"403","5","3","1080","The effect of transcutaneous acupoint electrical stimulation on perioperative hypothermia in patients undergoing cesarean section","ChiCTR2400088154","2024","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Explicit non-general anaesthesia.","No general anaesthesia.","high","primary_results","yes","0","0","","no","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:27:29.339Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"404","5","4","1081","The impact of transcutaneous electrical acupoint stimulation on postoperative recovery quality in patients undergoing laparoscopic metabolic and bariatric surgery","ChiCTR2400091420","2024","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria unsupported: randomization, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","yes","uncertain","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:30.386Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"405","5","5","1083","The effect of transcutaneous electrical acupoint stimulation on postoperative sleep quality in patients undergoing total joint arthroplasty","ChiCTR2500107877","2025","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria unsupported: general_anaesthesia, randomization, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:33.874Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"406","5","6","1084","The effect of transcutaneous electrical acupoint stimulation on postoperative sleep quality in patients undergoing total joint arthroplasty: a prospective randomized controlled study","ITMCTR2025001369","2025","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","uncertain","yes","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:37.371Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"407","5","7","1085","Can Transcutaneous Electrical Acupoint Stimulation Improve the Quality of Recovery After Thyroidectomy?","NCT02333747","2015","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria unsupported: randomization, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","yes","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:40.827Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"408","5","8","1095","Effect of transcutaneous electrical acupoint stimulation on postoperative muscle atrophy in patients with foot and ankle fracture: a randomized controlled pilot study","Xue","2025","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria unsupported: general_anaesthesia, timing, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","uncertain","yes","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","no","no","no","yes","2026-07-27T10:27:41.807Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"409","5","9","1096","Efficacy of transcutaneous electrical acupoint stimulation for the treatment of gastrointestinal dysfunction in patients after cardiac surgery with cardiopulmonary bypass: study protocol for a superiority, single-centre, single-blind, randomised controll","Liao","2025","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol without participant results.","Protocol without results.","high","protocol","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:27:42.770Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"410","5","10","1097","Transcutaneous Electrical Acupoint Stimulation for Postoperative Cognitive Dysfunction","NCT04606888","2020","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria unsupported: randomization, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","0","0","","yes","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T10:27:43.788Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
