"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","ERAS_balance","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","surrogate_only","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"301","4","1","1180","The effects of transcutaneous electrical acupoint stimulation combined with dolasetron for reducing incidence rate of postoperative nausea and vomiting in patients undergoing gynecological laparoscopic surgery","ChiCTR2500095934","2025","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","The effects of transcutaneous electrical acupoint stimulation combined with dolasetron for reducing incidence rate of postoperative nausea and vomiting in patients undergoing gynecological laparoscopic surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:46.692Z","none","INTERVENTION: group A:dolasetron;group B:dolasetron+dexamethasone;group C:transcutaneous electrical acupoint stimulation+dolasetron;group D: transcutaneous electrical acupoint stimulation+dolasetron+dexamethasone; CONDITION: postoperative nausea and vomiting PRIMARY OUTCOME: frequency and degree of postoperative nausea and vomiting ;use of metoclopramide for antiemesis after sugery;The combined use of drugs during and after operation;Occurrence of dizziness, headache, hypertension and hypotension after operation; SECONDARY OUTCOME: Operation time, infusion volume and blood loss;Occurrence of hypotension and hypertension during operation; INCLUSION CRITERIA: 1. Patients undergoing gynecological laparoscopic surgery 2. ASA grade: ? ?; 3. Age: 18‐65 years; 4. Patients were informed of this study and signed informed consent to voluntarily cooperate with this study 5. Patients who are not allergy to narcotic drugs or drugs used in the study; 6. All included patients had not take any antiemetic medication in the 7 days prior to surgery: 7. Patients are informed about this study and sign the informed consent form, and voluntarily cooperate with this study; 8. Patients with no history of allergic reaction to narcotic drugs and drugs used in the study."
"302","4","2","1181","Effect of transcutaneous electrical acupoint stimulation on postoperative agitation in children after general anesthesia","ChiCTR2000029930","2020","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Effect of transcutaneous electrical acupoint stimulation on postoperative agitation in children after general anesthesia.","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:49.958Z","none","INTERVENTION: Simple general anesthesia group:The electrode piece is applied to Hegu and Neiguan acupoints on both sides of the child, and no electrical stimulation is applied when the acupoint stimulator is connected;Transcutaneous acupoint electrical stimulation combined with general anesthesia group:The electrode piece was applied to Hegu and Neiguan acupoints on both sides of the child, with 2/10Hz density wave alternating, 8‐12 mA intensity and 30 min electrical stimulation.; CONDITION: postoperative agitation in children after general anesthesia PRIMARY OUTCOME: Hemodynamics;Bispectral index;Operation, anesthesia time and stay time in PACU;The usages of propofol and remifentanil;Incidence of nausea and vomiting;Restlessness score after anesthesia in children;Pain score;ß‐endorphin;Noradrenaline;Adrenaline;Cortisol; INCLUSION CRITERIA: The children aged 1‐12 years were hospitalized. Tonsillectomy and adenoidectomy were performed on a selective basis, ASA 1‐2. The BMI of the children was 18‐29, regardless of gender."
"303","4","3","1182","Effects of transcutaneous electrical acupoint stimulation (TEAS) on postoperative pain in patients with gastric and esophageal ESD surgery","ChiCTR2100052837","2021","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Effects of transcutaneous electrical acupoint stimulation (TEAS) on postoperative pain in patients with gastric and esophageal ESD surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:50.709Z","none","INTERVENTION: control group:Fake acupoint stimulation;experimental group:TEAS (transcutaneous electrical acupoint stimulation); CONDITION: Pain after gastric and esophageal ESD surgery PRIMARY OUTCOME: Visual analogue scale (VAS); SECONDARY OUTCOME: Calm rating;Nausea and vomiting scores;Time to first flatus;Time to want to eat;Length of hospital stay;Hospitalization expenses;Postoperative clinical complications (such as vomiting, fever, pneumonia, wound infection, and bleeding);Chill ratings; INCLUSION CRITERIA: 1. Aged 18‐75 years, diagnosed with stomach and esophagus tumors, patients undergoing ESD surgery, gender is not limited; 2. 18 kg/m^2 <= BMI <= 30 kg/m^2; 3. ASA (American Society of Anesthesiologists) I‐III; 4. Voluntarily participate in the study and sign the informed consent form."
"304","4","4","1183","Observation of the effect of percutaneous acupoint electrical stimulation on postoperative constipation in patients with cardiopulmonary bypass","ChiCTR2300077211","2023","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Observation of the effect of percutaneous acupoint electrical stimulation on postoperative constipation in patients with cardiopulmonary bypass.","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:51.630Z","none","INTERVENTION: observation group:Acupoint massage;experimental group:transcutaneous acupoint electrical stimulation; CONDITION: Patients with constipation after cardiac surgery PRIMARY OUTCOME: The time of the first postoperative anal defecation; SECONDARY OUTCOME: The first postoperative anal exsufflation time;The number of bowel sounds;The proportion of postoperative laxatives used in the two groups;abdominal girth;Stool frequency per day;Length of postoperative hospital stay; INCLUSION CRITERIA: (1) The patient met the diagnostic criteria and indications for cardiac surgery (2) There was no history of habitual constipation before operation, no history of long‐term use of any laxative drugs, no history of abdominal distension or constipation within 3 months, and glycerin enema was used for routine bowel preparation 1 day before operation (3) Age =18 years old (4) Patients undergoing thoracotomy with cardiopulmonary bypass (5) Informed consent was obtained voluntarily (6) no limb dysfunction (7) no cognitive impairment, communication disorder, or mental abnormality (8) no participate in other clinical studies"
"305","4","5","1185","Effect of transcutaneous electrical acupoint stimulation on postoperative gastrointestinal function in patients undergoing lumbar spinal surgery","Tao","2023","English","yes","Maybe","UNCERTAIN_TIMING","Effect of transcutaneous electrical acupoint stimulation on postoperative gastrointestinal function in patients undergoing lumbar spinal surgery.","Eligible timing is the principal unresolved criterion.","moderate","primary_results","no","yes","yes","TEAS","sham/usual-care/control","unclear","not_applicable","yes","unclear","Effect of transcutaneous electrical acupoint stimulation on postoperative gastrointestinal function in patients undergoing lumbar spinal surgery.","yes","no","no","no","yes","2026-07-26T13:32:52.543Z","none","DOI:
10.3760/cma.j.cn131073.20230508.00916"
"306","4","6","1186","Preventive effects of transcutaneous electrical acupoint stimulation on chronic pain after lumbar spine surgery","He","2025","English","yes","No","EXCLUDE_NON_SURGICAL","Preventive effects of transcutaneous electrical acupoint stimulation on chronic pain after lumbar spine surgery.","Non-operative or non-surgical population.","high","secondary_report","no","no","yes","TEAS","sham/usual-care/control","unclear","not_applicable","unclear","no","Telephone follow‐ups were conducted at 3, 6 and 12 months after surgery to record the occurrence of postoperative moderate‐to‐severe lower back pain and leg pain (Numerical Rating Scale score ≥4), and the Oswestry Disability Index (ODI) value and four‐item neuropathic pain questionnaire scores.","yes","no","no","yes","yes","2026-07-26T13:32:53.461Z","none","DOI:
10.3760/cma.j.cn131073-20241105-00614"
"307","4","7","1192","Effect of transcutaneous electrical acupoint stimulation on postoperative patient-controlled intravenous analgesia in pediatric patients undergoing lower extremity orthopedic surgery","Yajun","2023","English","yes","No","EXCLUDE_POPULATION","Effect of transcutaneous electrical acupoint stimulation on postoperative patient-controlled intravenous analgesia in pediatric patients undergoing lower extremity orthopedic surgery.","Paediatric-only population.","high","primary_results","no","yes","yes","TEAS","sham/usual-care/control","unclear","not_applicable","unclear","unclear","Effect of transcutaneous electrical acupoint stimulation on postoperative patient-controlled intravenous analgesia in pediatric patients undergoing lower extremity orthopedic surgery.","yes","no","no","no","yes","2026-07-26T13:32:54.376Z","none","DOI:
10.3760/cma.j.cn131073.20221129.00316"
"308","4","8","1194","Effect of transcutaneous electrical acupoint stimulation with midnight-noon ebb-flow acupoint selection on postoperative delirium in patients undergoing radical resection of colorectal cancer","Yan","2023","English","yes","Yes","INCLUDE_CLEAR","Methods A total of 93 patients of either sex, aged ≥18 yr, with body mass index <30 kg/m 2, of American Society of Anesthesiologists Physical Status classification Ⅱor III, scheduled for elective radical resection of colorectal cancer under general anesthesia, were divided into 3 groups (n=31 each) using a random number table method: control group (group C), common TEAS group (group CT), and midnight‐noon ebb‐flow acupoint selection TEAS group (group MT).","Clearly eligible or strongly supported for full-text assessment.","high","primary_results","no","yes","yes","TEAS","sham/usual-care/control","yes","not_applicable","yes","yes","Effect of transcutaneous electrical acupoint stimulation with midnight-noon ebb-flow acupoint selection on postoperative delirium in patients undergoing radical resection of colorectal cancer.","yes","no","no","no","yes","2026-07-26T13:32:55.278Z","none","DOI:
10.3760/cma.j.cn131073.20220914.00315"
"309","4","9","1196","Effect of percutaneous electrical stimulation of Zusanli and Shangjuxu acupoints on preventing postoperative nausea and vomiting after gynecological laparoscopic surgery","ChiCTR2100047967","2021","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","not eligible/unclear","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","Effect of percutaneous electrical stimulation of Zusanli and Shangjuxu acupoints on preventing postoperative nausea and vomiting after gynecological laparoscopic surgery.","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:56.194Z","none","INTERVENTION: Group 1:No transcutaneous electrical stimulation;Group 2:Transcutaneous electrical stimulation of Zusanli acupoint;Group 3:Transcutaneous electrical stimulation of Shangjuxu acupoint;Group 4:Transcutaneous electrical stimulation of Zusanli and Shangjuxu acupoints; CONDITION: Postoperative nausea and vomiting (PONV) PRIMARY OUTCOME: Postoperative nausea;Postoperative vomiting; SECONDARY OUTCOME: Intraoperative blood pressure;Recovery time;Postoperative pain; INCLUSION CRITERIA: 1. Aged 18 to 65 years; 2. ASA classification: I‐III; 3. Female, elective laparoscopic gynecological surgery; 4. Use total intravenous anesthesia; 5. BMI 18‐24 kg/m^2."
"310","4","10","1197","Transcutaneous Electrical Acupoint Stimulation on Gastrointestinal Function After Cesarean Section","NCT02416310","2015","English","yes","No","EXCLUDE_PROTOCOL_NO_RESULTS","The citation is a trial-registration record and does not report participant results.","Protocol or registration without results.","high","trial_registration","no","not_applicable","not_applicable","TEAS","unclear or active-only","unclear","not_applicable","not_applicable","not_applicable","","not_applicable","not_applicable","no","no","yes","2026-07-26T13:32:59.458Z","none","Acupuncture is a traditional Chinese medical technique that involves the insertion of needles at acupoints to treat diseases.Clinical evidence supports the efficacy of acupuncture treatment in many applications. Some previous studies reported that stimulation at some acupoint exerted good effects on the digestive system.Compared with acupuncture, transcutaneous electric acupoint stimulation(TEAS) is a non‐invasive technique that has similar effects to acupuncture.We hypothesize that TEAS before anesthesia and during surgery would decrease the morbidity and mortality of postoperative complications in 30 days after Cesarean section."
