"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2001","21","1","3806","Effect of ""Jiaji""(EX-B 2)-electroacupuncture Preconditioning on Expression of Cytochrome P 450 Signaling Pathways in Myocardial Ischemia-reperfusion Rats","Li","2017","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:05.386Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2002","21","2","3807","Effects of Electroacupuncture and Moxibustion Pretreatment on Expressions of HSP 27, HSP 70, HSP 90 at Different Time-points in Rabbits with Myocardial Ischemia-reperfusion Injury","Tan","2017","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:05.920Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2003","21","3","3808","Effect of Electroacupuncture on Hypothalamus-Pituitary-Ovary (HPO) Axis in Rats with Peri-menopausal Depression","Jiang","2017","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:06.592Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2004","21","4","3809","Effects of electroacupuncture preconditioning on expression of aquaporin-1 and activity of protein kinase C in myocardium of rats with acute myocardial ischemia-reperfusion injury","Cai","2017","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:07.125Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2005","21","5","3811","Effects of transcutaneous electrical acupoint stimulation at different frequencies on perioperative anesthetic dosage, recovery, complications, and prognosis in video-assisted thoracic surgical lobectomy: a randomized, double-blinded, placebo-controlled t","Huang","2017","English","no","Yes","INCLUDE_ELIGIBLE","Randomized placebo-controlled VATS lobectomy trial used perioperative TEAS at recognized acupoints and reported anesthetic use, pain, recovery, and complications.","Randomized placebo-controlled VATS lobectomy trial used perioperative TEAS at recognized acupoints and reported anesthetic use, pain, recovery, and complications.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:10.317Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2006","21","6","3813","Extracorporeal Shockwave Therapy for Knee Osteoarthritis","Unknown","unclear","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:10.786Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2007","21","7","3816","Electroacupuncture and wrist splinting for carpal tunnel syndrome: a randomised trial","Chung","2017","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:11.317Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2008","21","8","3818","Perioperative transcutaneous electrical acupoint stimulation for postoperative pain relief following laparoscopic surgery","Sun","2017","English","no","Yes","INCLUDE_ELIGIBLE","Randomized laparoscopic surgery trial under general anesthesia compared perioperative TEAS schedules with sham and reported postoperative pain and analgesic outcomes.","Randomized laparoscopic surgery trial under general anesthesia compared perioperative TEAS schedules with sham and reported postoperative pain and analgesic outcomes.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:11.823Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2009","21","9","3821","Electroacupuncture improves cognitive deficits through increasing regional cerebral blood flow and alleviating inflammation in CCI rats","Han","2017","English","no","No","EXCLUDE_ANIMAL","Animal experiment; not an adult human perioperative surgical trial.","Animal experiment; not an adult human perioperative surgical trial.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:12.280Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2010","21","10","3826","Combination of low frequency electroacupuncture plus subdissociative doses of ketamine in post-herpetic neuralgia patients. A pilot study","Garrido-Suárez","2017","English","no","No","EXCLUDE_NON_SURGICAL","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","Non-surgical condition or diagnostic procedure; no eligible perioperative operative study.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:45:12.706Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
